model,comparison,baseline_stage,candidate_stage,image_key,page_key,reference,baseline_hypothesis,candidate_hypothesis,baseline_cer,candidate_cer,cer_delta,baseline_wer,candidate_wer,wer_delta,baseline_exact_match,candidate_exact_match,exact_match_delta,baseline_missing_output,candidate_missing_output,missing_output_delta,baseline_runtime,candidate_runtime,runtime_delta
surya,run_1_to_run_2,run_1,run_2,test/9/252/6,test_9_252,సమాచారం,సమాచారం,సమాచారం,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.675880220000181,9.294631873000071,-0.3812483470001098
surya,run_1_to_run_2,run_1,run_2,test/9/252/7,test_9_252,తేటలన్నీ,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.622809212999982,10.61275838200072,-1.010050830999262
surya,run_1_to_run_2,run_1,run_2,test/9/252/8,test_9_252,సమైక్యాంధ్ర,సమీకృతంగా,సమీకృతంగా,0.6363636363636364,0.6363636363636364,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.763717424000106,12.443200712999896,0.6794832889997906
surya,run_1_to_run_2,run_1,run_2,test/9/252/9,test_9_252,పెయిడ్,,మార్కెటింగు,1.0,1.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,7.505447136999919,9.380340568000065,1.874893431000146
surya,run_1_to_run_2,run_1,run_2,test/9/393/1,test_9_393,పుటలను,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13.141663416000029,13.28929334500026,0.14762992900023164
surya,run_1_to_run_2,run_1,run_2,test/9/393/10,test_9_393,అఫ్రీదిపై,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.42134765899982,12.361978544000522,0.9406308850007008
surya,run_1_to_run_2,run_1,run_2,test/9/393/11,test_9_393,సుబ్బరాయశర్మ,స్వాతాయకర్త,స్వాతాయ కర్మ,0.5833333333333334,0.5833333333333334,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.368669012000282,25.83859753700017,1.4699285249998866
surya,run_1_to_run_2,run_1,run_2,test/9/393/12,test_9_393,బ్రహ్మాస్త్రం,‍,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.191729646999647,18.51316586499979,-4.678563781999856
surya,run_1_to_run_2,run_1,run_2,test/9/393/13,test_9_393,వాట్,వాటి,వాటి,0.25,0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.977873977999934,5.7482982419996915,-0.22957573600024261
surya,run_1_to_run_2,run_1,run_2,test/9/393/14,test_9_393,తెరిచే,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.162280548000126,7.1516095649994895,-0.010670983000636625
surya,run_1_to_run_2,run_1,run_2,test/9/393/15,test_9_393,తెల్లారాలి,‍,‍,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.283009250000305,13.508878184999958,0.225868934999653
surya,run_1_to_run_2,run_1,run_2,test/9/393/16,test_9_393,ఇండొనేసియాలో,పురస్కార యాత్రా,ప్రాడోనోని యోలా,1.0833333333333333,0.8333333333333334,-0.2499999999999999,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.49835270099993,20.396844855999916,0.8984921549999854
surya,run_1_to_run_2,run_1,run_2,test/9/393/17,test_9_393,ఆదర్శంగా,‍,‍,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.395528898000066,10.914507688999947,0.5189787909998813
surya,run_1_to_run_2,run_1,run_2,test/9/393/18,test_9_393,వాననీటిలోకి,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.97078932400018,14.417141873000219,-0.5536474509999607
surya,run_1_to_run_2,run_1,run_2,test/9/393/19,test_9_393,ప్రొఫెషనల్,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22.84262747799994,22.106085129999883,-0.7365423480000572
surya,run_1_to_run_2,run_1,run_2,test/9/393/2,test_9_393,విజయరామారావు,విజయ రామారావు,విజయ రామారావు,0.08333333333333333,0.08333333333333333,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.014001120000103,19.43564614800016,0.4216450280000572
surya,run_1_to_run_2,run_1,run_2,test/9/393/20,test_9_393,గల,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.165865989999929,4.8198832889993355,-0.3459827010005938
surya,run_1_to_run_2,run_1,run_2,test/9/393/21,test_9_393,వుంచుటలోను,‌,‌,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.19515256600016,19.33742600699952,1.142273440999361
surya,run_1_to_run_2,run_1,run_2,test/9/393/22,test_9_393,దయానందం,దమో నందం,దేవుి నందం,0.42857142857142855,0.7142857142857143,0.28571428571428575,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.73340890999998,12.619753756000136,-0.1136551539998436
surya,run_1_to_run_2,run_1,run_2,test/9/393/23,test_9_393,ఎవరితోనైనా,,ఎవరి లోనే నా,1.0,0.4,-0.6,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,-1.0,19.73577102199988,19.698520751000615,-0.03725027099926592
surya,run_1_to_run_2,run_1,run_2,test/9/393/24,test_9_393,ఈలపాట,,ప్రశిల పోటీ,1.0,1.6,0.6000000000000001,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,9.322092366000106,11.026669846000004,1.704577479999898
surya,run_1_to_run_2,run_1,run_2,test/9/393/3,test_9_393,అణ్వస్త్ర,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.267217200999994,11.494773118000012,-0.7724440829999821
surya,run_1_to_run_2,run_1,run_2,test/9/393/4,test_9_393,పూజ్య,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.16534567199983,10.78281936700023,0.617473695000399
surya,run_1_to_run_2,run_1,run_2,test/9/393/5,test_9_393,కాళేశ్వరరావు,కాశ్మీర్‌గాంపు,కాళిష్వరరావు,0.75,0.16666666666666666,-0.5833333333333334,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.265647998000077,16.914953009999408,-0.3506949880006687
surya,run_1_to_run_2,run_1,run_2,test/9/393/6,test_9_393,పలకరించడం,మరికరించినదు,,0.7777777777777778,1.0,0.2222222222222222,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.475603699999965,13.38797456500015,1.9123708650001845
surya,run_1_to_run_2,run_1,run_2,test/9/393/7,test_9_393,మనని,,మహా,1.0,0.75,-0.25,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,7.767603407000024,6.623682765999547,-1.1439206410004772
surya,run_1_to_run_2,run_1,run_2,test/9/393/8,test_9_393,వీరిద్దరిని,,వరిష్టకి,1.0,0.5454545454545454,-0.4545454545454546,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,11.88163339100015,10.304575905000092,-1.577057486000058
surya,run_1_to_run_2,run_1,run_2,test/9/393/9,test_9_393,నిలువుగా,నీలువుగా,,0.125,1.0,0.875,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.231720654000128,11.542467356000088,0.31074670199996035
surya,run_1_to_run_2,run_1,run_2,test/9/53/1,test_9_53,సిద్ధమవ్వాల్సిన,,విజయవాడ స్థానా,1.0,0.8,-0.19999999999999996,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,26.661377569005708,27.13839255899984,0.4770149899941316
surya,run_1_to_run_2,run_1,run_2,test/9/53/10,test_9_53,దొరకదు,హారికే ము,వారికేటు,1.0,0.8333333333333334,-0.16666666666666663,2.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.672290162998252,7.95519926399993,-1.7170908989983218
surya,run_1_to_run_2,run_1,run_2,test/9/53/11,test_9_53,మిశ్రా,ముగ్గూరు,ముగ్గూరు,0.8333333333333334,0.8333333333333334,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818989669001894,6.03715550600009,-1.781834163001804
surya,run_1_to_run_2,run_1,run_2,test/9/53/12,test_9_53,కూర్చునేందుకు,హాస్పన్ రెండు కు,హాస్పన్ రెండు కు,0.8461538461538461,0.8461538461538461,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.25800224399427,17.411205579000125,-14.846796664994145
surya,run_1_to_run_2,run_1,run_2,test/9/53/13,test_9_53,బొమ్మలు,భౌమ్య లు,భాగముక్రి లు,0.5714285714285714,1.1428571428571428,0.5714285714285714,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.720230569000705,10.007604706000166,-31.71262586300054
surya,run_1_to_run_2,run_1,run_2,test/9/53/14,test_9_53,వార్త,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.50785916300083,5.815103722999993,-9.692755440000838
surya,run_1_to_run_2,run_1,run_2,test/9/53/15,test_9_53,మాటలో,,‌,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,13.494698094989872,8.789709519000098,-4.704988575989773
surya,run_1_to_run_2,run_1,run_2,test/9/53/16,test_9_53,కౌలురైతుల,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,17.175915286003146,11.190700727000149,-5.985214559002998
surya,run_1_to_run_2,run_1,run_2,test/9/53/17,test_9_53,ఉన్నానంటూ,‍ ‍,‍,1.0,1.0,0.0,2.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.42063095400226,18.061462173999644,-18.35916878000262
surya,run_1_to_run_2,run_1,run_2,test/9/53/18,test_9_53,దీపం,దేవరి,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,33.7313704410044,5.4768430180001815,-28.25452742300422
surya,run_1_to_run_2,run_1,run_2,test/9/53/19,test_9_53,గొప్ప,గాయప్రాంతం,గాయప్తి,1.4,0.8,-0.5999999999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.36674380900513,5.965987464000136,-43.40075634500499
surya,run_1_to_run_2,run_1,run_2,test/9/53/2,test_9_53,జాగ్రత్తపడాలి,సి గుర్తు పదాలి,సి గళ్ళుపడాలి,0.6153846153846154,0.6153846153846154,0.0,3.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.837307922993205,12.05490200300028,0.2175940800070748
surya,run_1_to_run_2,run_1,run_2,test/9/53/20,test_9_53,రజితరాణి,,గుడి లాంటి,1.0,0.875,-0.125,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,66.45817838099902,8.5229308400003,-57.935247540998716
surya,run_1_to_run_2,run_1,run_2,test/9/53/21,test_9_53,బాల్యం,‍ ‍,,1.0,1.0,0.0,2.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,67.34175246300583,7.009039015999406,-60.33271344700643
surya,run_1_to_run_2,run_1,run_2,test/9/53/22,test_9_53,గర్వకారణం,గుర్తు కొరియర్,గర్భ కొరణం,1.0,0.3333333333333333,-0.6666666666666667,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.25310832398827,12.028063418999409,-47.22504490498886
surya,run_1_to_run_2,run_1,run_2,test/9/53/23,test_9_53,మర్చిపోవచ్చు,ముఖ్యపాత పుట్టు,ముఖ్యపాత పుట్టు,0.9166666666666666,0.9166666666666666,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.42393314800574,18.187740440000198,-51.23619270800555
surya,run_1_to_run_2,run_1,run_2,test/9/53/24,test_9_53,వొక్కోసారి,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,72.27618262800388,9.910349896000298,-62.36583273200358
surya,run_1_to_run_2,run_1,run_2,test/9/53/3,test_9_53,శబ్దరూపంలో,నేపురూపంలోని,భీష్మరూపంలో ది,0.6,0.7,0.09999999999999998,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.435714341001585,13.85367009499987,-0.5820442460017148
surya,run_1_to_run_2,run_1,run_2,test/9/53/4,test_9_53,జానపదుల,గ్రామానికి ముఖ్యత,శ్రో నటదులు,2.0,1.0,-1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.377143316000002,11.254801213999599,-0.12234210200040252
surya,run_1_to_run_2,run_1,run_2,test/9/53/5,test_9_53,స్థిరనివాసం,ప్రారంభించిన సంస్థ,ప్రారంభించిన వివాహం,1.1818181818181819,1.0909090909090908,-0.09090909090909105,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.066421704003005,14.034439951999957,0.9680182479969517
surya,run_1_to_run_2,run_1,run_2,test/9/53/6,test_9_53,ఇష్టానుసారంగా,జయ ను నారంగా,గుట్టాను నారంగా,0.5384615384615384,0.38461538461538464,-0.1538461538461538,3.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.086893561005127,15.334374993999518,0.24748143299439107
surya,run_1_to_run_2,run_1,run_2,test/9/53/7,test_9_53,తెల్లవారు,పిల్లలూరు,పిల్లలారు,0.4444444444444444,0.3333333333333333,-0.1111111111111111,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.471154931001365,9.754168602999925,0.2830136719985603
surya,run_1_to_run_2,run_1,run_2,test/9/53/8,test_9_53,నువ్వెలా,మరికిగా,సుమ్మోలా,0.875,0.5,-0.375,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.876674083992839,8.322106919999896,-0.5545671639929424
surya,run_1_to_run_2,run_1,run_2,test/9/53/9,test_9_53,గుడ్డిగా,ముడుగునా,,0.625,1.0,0.375,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.149455895996653,7.9701449050007795,-1.179310990995873
surya,run_1_to_run_2,run_1,run_2,test/9/65/1,test_9_65,బోర్డులో,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,50.741921943001216,9.019475353999951,-41.722446589001265
surya,run_1_to_run_2,run_1,run_2,test/9/65/10,test_9_65,పంపించారు,మంచి బాధ్రు,సంసిం బాద్రు,0.6666666666666666,0.6666666666666666,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.726150017000009,13.225833636000061,-2.500316380999948
surya,run_1_to_run_2,run_1,run_2,test/9/65/11,test_9_65,ఆమోదముద్ర,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.589308133000031,12.47660908800026,-3.112699044999772
surya,run_1_to_run_2,run_1,run_2,test/9/65/12,test_9_65,జవాబు,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.360358173000009,7.0403084110002965,-0.32004976199971225
surya,run_1_to_run_2,run_1,run_2,test/9/65/13,test_9_65,నిర్ణయించాను,సిరియించాను,నీటి బలంకాను,0.25,0.5833333333333334,0.33333333333333337,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.478658420999977,17.713910491000206,-3.7647479299997713
surya,run_1_to_run_2,run_1,run_2,test/9/65/14,test_9_65,జీవావరణ,భవితావరణ,,0.5714285714285714,1.0,0.4285714285714286,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.539672036999946,8.52562431699971,-6.014047720000235
surya,run_1_to_run_2,run_1,run_2,test/9/65/15,test_9_65,ఎగిసిపడే,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.400250301999904,9.497969646000456,-1.9022806559994478
surya,run_1_to_run_2,run_1,run_2,test/9/65/16,test_9_65,బృందానికి,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.170540196000047,12.645720295000501,-3.524819900999546
surya,run_1_to_run_2,run_1,run_2,test/9/65/17,test_9_65,శంకర,,నంపేర,1.0,0.75,-0.25,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,5.929584259999956,5.621922456999528,-0.30766180300042834
surya,run_1_to_run_2,run_1,run_2,test/9/65/18,test_9_65,ఎమిలిజోలా,విషయాలు,విషయాలు,0.7777777777777778,0.7777777777777778,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.161478086999978,10.722596521000014,-1.4388815659999636
surya,run_1_to_run_2,run_1,run_2,test/9/65/19,test_9_65,తరలివచ్చి,తర కిమారు,,0.7777777777777778,1.0,0.2222222222222222,2.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,16.69133957500003,13.551537331999498,-3.1398022430005312
surya,run_1_to_run_2,run_1,run_2,test/9/65/2,test_9_65,చౌదరిని,పాఠశాల,సారిరాళి,1.0,0.8571428571428571,-0.1428571428571429,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.125709358006134,8.132346617000621,-39.99336274100551
surya,run_1_to_run_2,run_1,run_2,test/9/65/20,test_9_65,సేవలకు,విద్యా సౌకర్యాలు,సేవ లకు,2.3333333333333335,0.16666666666666666,-2.166666666666667,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.520298899999943,6.716428691999681,-3.803870208000262
surya,run_1_to_run_2,run_1,run_2,test/9/65/21,test_9_65,కొనుగోళ్లపై,కొనుగోన్నప్పు,కొనుగోళ్ళపై,0.45454545454545453,0.09090909090909091,-0.36363636363636365,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.28101945800006,14.341802110000572,-6.939217347999488
surya,run_1_to_run_2,run_1,run_2,test/9/65/22,test_9_65,చేసావు,చౌనేశవు,చిత్రాలు,0.6666666666666666,0.8333333333333334,0.16666666666666674,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.988774878000072,8.104940115000318,-1.8838347629997543
surya,run_1_to_run_2,run_1,run_2,test/9/65/23,test_9_65,చిల్లులు,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13.697257240999988,9.662337325999943,-4.034919915000046
surya,run_1_to_run_2,run_1,run_2,test/9/65/24,test_9_65,కాంట్రాక్టర్,కొం లుక్కు,కొం టాక్సిక్,0.6666666666666666,0.5833333333333334,-0.08333333333333326,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.865900455999963,13.59567627100023,-4.2702241849997336
surya,run_1_to_run_2,run_1,run_2,test/9/65/25,test_9_65,కాజు,,కొల్లూరి,1.0,1.75,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,7.418218015999969,5.364374488000067,-2.053843527999902
surya,run_1_to_run_2,run_1,run_2,test/9/65/26,test_9_65,వారిద్దరి,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,34.03519657900006,20.898051662000398,-13.13714491699966
surya,run_1_to_run_2,run_1,run_2,test/9/65/3,test_9_65,సాగునీటి,సాగు కొడవీ,సాగు వై టి,0.75,0.5,-0.25,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.64302395000414,12.81723246799993,-53.825791482004206
surya,run_1_to_run_2,run_1,run_2,test/9/65/4,test_9_65,తెమ్మంది,తమ్మె ంది,తెనుక్కెంటి,0.375,0.75,0.375,2.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.69750639698759,12.105306857999494,-41.5921995389881
surya,run_1_to_run_2,run_1,run_2,test/9/65/5,test_9_65,వెంట్రిలాక్విజంలో,‍,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,165.31138235398976,21.154709153000113,-144.15667320098964
surya,run_1_to_run_2,run_1,run_2,test/9/65/6,test_9_65,క్షణాన్నీ,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,71.89060120900103,9.187568662000558,-62.703032547000475
surya,run_1_to_run_2,run_1,run_2,test/9/65/7,test_9_65,కథయినా,కథలుగా,కథలుగా,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.73326022499532,9.643290668999725,-45.089969555995594
surya,run_1_to_run_2,run_1,run_2,test/9/65/8,test_9_65,తప్పిందా,,తోమిరి దా,1.0,0.625,-0.375,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,71.28957293900021,10.240565141999468,-61.04900779700074
surya,run_1_to_run_2,run_1,run_2,test/9/65/9,test_9_65,జట్లతో,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,23.28172789000007,9.553335272000368,-13.728392617999702
surya,run_1_to_run_2,run_1,run_2,test/9/91/10,test_9_91,ఆదరించడం,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.515543428,13.113778317000651,-2.4017651109993494
surya,run_1_to_run_2,run_1,run_2,test/9/91/11,test_9_91,కుర్చీలోనే,పుట్టి వాణి,పేర్లు లాణ్‌,0.9,0.9,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.069038298000123,11.303420041999743,-1.76561825600038
surya,run_1_to_run_2,run_1,run_2,test/9/91/12,test_9_91,అనేశాడు,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.888221913000052,10.396450057000038,-2.491771856000014
surya,run_1_to_run_2,run_1,run_2,test/9/91/13,test_9_91,చూపించండి,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,21.92642233699985,18.584654930999932,-3.341767405999917
surya,run_1_to_run_2,run_1,run_2,test/9/91/14,test_9_91,ప్రతినాయకుల,ద్రవీ నామమైలు,దుర్జనామమైన,0.7272727272727273,0.7272727272727273,0.0,2.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.351194259000067,17.49427818300046,-4.856916075999607
surya,run_1_to_run_2,run_1,run_2,test/9/91/15,test_9_91,ప్రజాధనమే,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.83681152400004,10.94185735300016,-1.8949541709998812
surya,run_1_to_run_2,run_1,run_2,test/9/91/16,test_9_91,ప్రసార,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.254579910000075,6.121763768000164,-1.1328161419999105
surya,run_1_to_run_2,run_1,run_2,test/9/91/17,test_9_91,డాన్సుమాస్టర్,దొన్న యాస్టర్,దొన్న యా ప్రవీర,0.38461538461538464,0.8461538461538461,0.4615384615384615,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.276950151999927,17.59523107899986,-4.6817190730000675
surya,run_1_to_run_2,run_1,run_2,test/9/91/18,test_9_91,బాధించగా,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.758078603000058,13.09853308699985,-3.6595455160002075
surya,run_1_to_run_2,run_1,run_2,test/9/91/19,test_9_91,దైవమైన,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.60594680500003,11.184760019999885,-0.4211867850001454
surya,run_1_to_run_2,run_1,run_2,test/9/91/2,test_9_91,నిర్దేశిస్తున్నాయి,విద్యా సౌకర్యాలు,విద్యా స్తంభాలు,0.7222222222222222,0.6666666666666666,-0.05555555555555558,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.893321769999943,15.300828794999688,-6.592492975000255
surya,run_1_to_run_2,run_1,run_2,test/9/91/20,test_9_91,మంచాన,మొరిబానికి,మరియాన,1.4,0.6,-0.7999999999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.356821514999865,7.811499968999669,-1.5453215460001957
surya,run_1_to_run_2,run_1,run_2,test/9/91/21,test_9_91,అశోక,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.10896346100003,10.773156016999565,2.6641925559995343
surya,run_1_to_run_2,run_1,run_2,test/9/91/22,test_9_91,గురువుగా,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13.588898107999967,14.394813916000203,0.8059158080002362
surya,run_1_to_run_2,run_1,run_2,test/9/91/23,test_9_91,అనుగుణమైన,అనుగుణ మైదాన,అనుగుణ మ్తేసి,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.347880438000175,16.71230153599936,-0.635578902000816
surya,run_1_to_run_2,run_1,run_2,test/9/91/24,test_9_91,వైపున,విద్యా సౌకర్యాలు,పుష్కా,3.0,1.2,-1.8,2.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.186952397999903,9.107233850999364,-3.079718547000539
surya,run_1_to_run_2,run_1,run_2,test/9/91/25,test_9_91,ఉండబట్టలేక,కుర్తి ప్రస్తుతం,కుర్తి ప్రకారం,1.5,1.3,-0.19999999999999996,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.45763375799993,25.788902513999346,-2.6687312440005826
surya,run_1_to_run_2,run_1,run_2,test/9/91/26,test_9_91,వచ్చేస్తాను,,విద్యా సౌకర్యాలు,1.0,0.9090909090909091,-0.09090909090909094,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,11.831435505999934,14.392268159000196,2.5608326530002614
surya,run_1_to_run_2,run_1,run_2,test/9/91/3,test_9_91,డాలర్లకు,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.858300169000017,8.433576217999871,-4.424723951000146
surya,run_1_to_run_2,run_1,run_2,test/9/91/4,test_9_91,కాంట్రాక్టును,కొం లూ క్రై ను,కొం లూ క్రై ను,0.6153846153846154,0.6153846153846154,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.54145969199999,16.515564384000754,-6.025895307999235
surya,run_1_to_run_2,run_1,run_2,test/9/91/5,test_9_91,స్లోగా,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.867879119000008,6.013924738000242,-2.8539543809997667
surya,run_1_to_run_2,run_1,run_2,test/9/91/6,test_9_91,మాత,,ముందు సమీప పట్టణమైన కర్ణాటక నుండి సమీప పట్టణమైన ఆదిలాబాద్ నుండి ౨౦ కి మీ దూరంలో ఉంది,1.0,27.333333333333332,26.333333333333332,1.0,14.0,13.0,0.0,0.0,0.0,1.0,0.0,-1.0,6.598643187000107,21.83913174099962,15.240488553999512
surya,run_1_to_run_2,run_1,run_2,test/9/91/7,test_9_91,బాసిల్,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.088346296000054,5.8465770720004,-1.241769223999654
surya,run_1_to_run_2,run_1,run_2,test/9/91/8,test_9_91,పదివేల,పదవిలి,ప్రవేృ,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.083829990999902,7.411495919000117,-0.672334071999785
