example_type,model,comparison,baseline_stage,candidate_stage,image_key,page_key,reference,baseline_hypothesis,candidate_hypothesis,baseline_cer,candidate_cer,cer_delta,baseline_wer,candidate_wer,wer_delta,baseline_exact_match,candidate_exact_match,exact_match_delta,baseline_missing_output,candidate_missing_output,missing_output_delta,baseline_runtime,candidate_runtime,runtime_delta
largest_regression,tesseract,run_1_to_run_2,run_1,run_2,val/10/480/16,val_10_480,శిఖలు,రిం,శో్క్తిం్ర,0.8,1.6,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5872467479930492,0.5464037310002823,-0.040843016992766934
largest_regression,tesseract,run_1_to_run_2,run_1,run_2,test/12/125/8,test_12_125,మార్పులపై,మార్పే,హౌ క్స్ర బ్ర,0.4444444444444444,1.2222222222222223,0.7777777777777779,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59081026900094,0.6539605710004253,0.06315030199948524
largest_regression,tesseract,run_1_to_run_2,run_1,run_2,test/12/131/1,test_12_131,ఆకాంతి,ల ాంత,లెకాం శ్రీ,0.5,1.1666666666666667,0.6666666666666667,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5155015300115338,0.5684354880004321,0.05293395798889833
largest_regression,tesseract,run_1_to_run_2,run_1,run_2,test/9/65/7,test_9_65,కథయినా,వగుయిగో,క్షేగ్రుయిగో,0.8333333333333334,1.5,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5556708059884841,0.45795750900015264,-0.09771329698833142
largest_regression,tesseract,run_1_to_run_2,run_1,run_2,val/10/469/22,val_10_469,ఎక్కువైతే,ఎదువతే,,0.4444444444444444,1.0,0.5555555555555556,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5830459889984922,0.6124826929999472,0.029436704001454927
largest_regression,tesseract,run_1_to_run_2,run_1,run_2,test/9/252/13,test_9_252,అవకఅశాలు,వక లానిలు,ల్రపఏక అ సౌలు,0.625,1.125,0.5,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6423722949984949,0.6116536489998907,-0.030718645998604188
largest_regression,tesseract,run_1_to_run_2,run_1,run_2,test/13/32/10,test_13_32,౯౮,్‌,ళ్‌,1.0,1.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.600752124999417,0.5748958750000384,-0.025856249999378633
largest_regression,tesseract,run_1_to_run_2,run_1,run_2,test/12/195/9,test_12_195,సినీ,న,నీస్‌,0.75,1.25,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5808033959910972,0.5178871879998042,-0.06291620799129305
largest_regression,tesseract,run_1_to_run_2,run_1,run_2,test/12/125/12,test_12_125,౯౪,,డ్‌,1.0,1.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.4952415000007022,0.5255668449999575,0.03032534499925532
largest_improvement,tesseract,raw_to_run_2,raw,run_2,test/12/70/24,test_12_70,మధుర,,మధుర,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.7716086260043085,0.561669081999753,-0.2099395440045555
largest_improvement,tesseract,raw_to_run_2,raw,run_2,test/9/91/20,test_9_91,మంచాన,,మంచాన,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,-1.0,1.1585898289922625,0.5309137019994523,-0.6276761269928102
largest_improvement,tesseract,raw_to_run_2,raw,run_2,val/10/350/10,val_10_350,వేషంలో,,వేషంలో,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.8137306890130276,0.5862048849994608,-0.2275258040135668
largest_improvement,tesseract,raw_to_run_2,raw,run_2,val/10/350/13,val_10_350,శతకంలో,,శతకంలో,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.8181525990075897,0.5540851609994206,-0.2640674380081691
largest_improvement,tesseract,raw_to_run_2,raw,run_2,val/4/189/6,val_4_189,ఆర్యా,,ఆర్యా,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.6932231940008933,0.5113257249995513,-0.18189746900134196
largest_improvement,tesseract,raw_to_run_2,raw,run_2,val/4/206/22,val_4_206,సంపత్తి,,సంపత్తి,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.7597827870049514,0.5508344919999217,-0.20894829500502965
largest_improvement,tesseract,raw_to_run_2,raw,run_2,val/4/219/17,val_4_219,వ్యాస,,వ్యాస,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.6758032939978875,0.5086850100005904,-0.1671182839972971
largest_improvement,tesseract,raw_to_run_2,raw,run_2,val/4/238/7,val_4_238,అట్లా,,అట్లా,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.6834749809931964,0.5511931519995414,-0.13228182899365493
largest_improvement,tesseract,raw_to_run_2,raw,run_2,val/4/206/5,val_4_206,చేపట్టారు,,చోపట్టారు,1.0,0.1111111111111111,-0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.8431488780042855,0.5337207279999348,-0.30942815000435075
largest_improvement,tesseract,raw_to_run_2,raw,run_2,val/10/53/24,val_10_53,రంగులకు,,రంగులు,1.0,0.14285714285714285,-0.8571428571428572,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.8799060599994846,0.5704182210001818,-0.30948783899930277
largest_regression,tesseract,raw_to_run_2,raw,run_2,test/9/393/24,test_9_393,ఈలపాట,క,గభ్ర్రలుయో ర,1.0,2.2,1.2000000000000002,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8987488699931419,0.5618034819999593,-0.3369453879931825
largest_regression,tesseract,raw_to_run_2,raw,run_2,val/4/206/18,val_4_206,అలాటి,అలాటి,అఅఆతా౭,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.7145736829988891,0.5279153009996662,-0.1866583819992229
largest_regression,tesseract,raw_to_run_2,raw,run_2,val/4/189/11,val_4_189,జట్టు,జట్టు,టత్య్బు,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.6527475670009153,0.5136878759994943,-0.13905969100142102
largest_regression,tesseract,raw_to_run_2,raw,run_2,test/12/125/8,test_12_125,మార్పులపై,మాస్పులకైు,హౌ క్స్ర బ్ర,0.3333333333333333,1.2222222222222223,0.8888888888888891,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9862227389967302,0.6539605710004253,-0.3322621679963049
largest_regression,tesseract,raw_to_run_2,raw,run_2,test/12/125/23,test_12_125,దుర్భరం,దుర్టరం,,0.14285714285714285,1.0,0.8571428571428572,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8566417499969248,0.6099033969994707,-0.24673835299745406
largest_regression,tesseract,raw_to_run_2,raw,run_2,test/9/393/6,test_9_393,పలకరించడం,వలకేరింలదం,సల వే రొరి ర దం,0.4444444444444444,1.2222222222222223,0.7777777777777779,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0826331119897077,0.6710165470003631,-0.4116165649893446
largest_regression,tesseract,raw_to_run_2,raw,run_2,val/4/206/2,val_4_206,రాజకీయానికి,రాతకీయాణికి,రాజు దీంరూనా పీ,0.18181818181818182,0.9090909090909091,0.7272727272727273,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9282922860002145,0.5717640579996441,-0.3565282280005704
largest_regression,tesseract,raw_to_run_2,raw,run_2,test/13/12/17,test_13_12,బాల్యంలోనే,ఖాభ్రంలోనే,,0.3,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0093751930107828,0.5986285029994178,-0.410746690011365
largest_regression,tesseract,raw_to_run_2,raw,run_2,val/4/189/5,val_4_189,ఆకాశమే,ఆకాకర,ఆ చాక క్‌,0.5,1.1666666666666667,0.6666666666666667,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7973861629870953,0.5247835440004565,-0.27260261898663884
largest_regression,tesseract,raw_to_run_2,raw,run_2,test/9/252/12,test_9_252,అనుసరణీయం,అనుసరశియం,అ ను సరంతిండుం,0.2222222222222222,0.8888888888888888,0.6666666666666666,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0463445140048862,0.6274530150003557,-0.4188914990045305
