page_key,ocr_model,input_kind,region_index,error,correction,reason
test_12_165,tesseract,processed,5,సం ర గంత,సంగత,The sequence 'సం ర గంత' is unlikely. 'సంగత' is a plausible correction.
test_12_165,tesseract,processed,7,కయ్య్న్గ్య్రాా,కయ్యంగ్రా,The sequence 'కయ్య్న్గ్య్రాా' contains repeated vowels and consonants unlikely in Telugu.
test_12_165,tesseract,processed,8,టయనే ట్వ్న ము,టయనే,The sequence 'ట్వ్న ము' is unlikely. 'టయనే' is a plausible correction.
test_12_165,tesseract,processed,12,నేథ్ర ముం,నేత్రం,The sequence 'నేథ్ర ముం' is unlikely. 'నేత్రం' is a plausible correction.
test_12_165,tesseract,processed,13,ఎఏందుటనమహా ర,ఏందుట,The sequence 'ఎఏ' and 'మహా ర' are unlikely. 'ఏందుట' is a plausible correction.
test_12_165,tesseract,processed,16,రీ హూ,రీ,The sequence 'హూ' is unlikely in Telugu. 'రీ' is a plausible correction.
test_12_165,tesseract,processed,18,వసూ భు,వసుభు,The sequence 'వసూ భు' is unlikely. 'వసుభు' is a plausible correction.
test_12_165,tesseract,processed,20,త్రీష,త్రీశ,The sequence 'త్రీష' is unlikely. 'త్రీశ' is a plausible correction.
test_12_191,tesseract,processed,3,లగి రము,లగిరము,Unnecessary space in the middle of a word.
test_12_191,tesseract,processed,4,నిజన రర,నిజనిరర,Unnecessary space in the middle of a word.
test_12_191,tesseract,processed,6,బేలీతుం గగ,బేలీతుంగ,Unnecessary space and extra character at the end.
test_12_191,tesseract,processed,7,ణా ౦,ణం,Unnecessary space and incorrect numeral.
test_12_191,tesseract,processed,9,అణ్వాాన్‌,అణ్వాన్‌,Duplicate vowel sign.
test_12_191,tesseract,processed,11,గ్రాము ట్‌,గ్రాముట్‌,Unnecessary space in the middle of a word.
test_12_191,tesseract,processed,14,కిరిసున్మూ శుబ్న,కిరిసున్మూషుబ్న,Unnecessary space in the middle of a word.
test_12_191,tesseract,processed,15,శోటమ,శోధన,Orthographic error; 'ట' is unlikely in this context.
test_12_191,tesseract,processed,17,గుర్‌్సను,గురుసను,Unnecessary special character.
test_12_191,tesseract,processed,19,కాగ యులుల టీటం,కాగయులులటీటం,Unnecessary spaces in the middle of a word.
test_12_191,tesseract,processed,20,నక్ష తొలు,నక్షత్ర,Orthographic error; 'తొలు' is unlikely in this context.
test_12_191,tesseract,processed,22,బవొఠుసు,బహుశ,Orthographic error; unlikely consonant cluster.
test_12_191,tesseract,processed,23,సలటరామున్‌,సలత్రామున్‌,Orthographic error; 'ట' is unlikely in this context.
test_12_191,tesseract,processed,25,గా బా,గాబా,Unnecessary space in the middle of a word.
test_12_195,tesseract,processed,2,ఒలక ను న్న,ఒలకనున్న,Unnecessary spaces within a single word.
test_12_195,tesseract,processed,3,కూలీ దౌయం గ్రీ,కూలీదౌయంగ్రీ,Unnecessary spaces within a single word.
test_12_195,tesseract,processed,7,డీయోపు డ్రా,డీయోపుడ్రా,Unnecessary space within a single word.
test_12_195,tesseract,processed,8,జు మీఖను,జుమీఖను,Unnecessary space within a single word.
test_12_195,tesseract,processed,11,సన దాయ క్ష,సనదాయక్ష,Unnecessary spaces within a single word.
test_12_195,tesseract,processed,14,బేటీ గలక్చు,బేటీగలక్చు,Unnecessary space within a single word.
test_12_195,tesseract,processed,15,గుశ నతు నాడ దేం,గుశనతునాడదేం,Unnecessary spaces within a single word.
test_12_195,tesseract,processed,16,దీరాతో ఇరనత్ర,దీరాతోఇరనత్ర,Unnecessary space within a single word.
test_12_195,tesseract,processed,17,య వఏవబభారతీ,యవఏవబభారతీ,Unnecessary space within a single word.
test_12_195,tesseract,processed,20,గనోపొటా రేనేవాడు,గనోపొటారేనేవాడు,Unnecessary space within a single word.
test_12_195,tesseract,processed,21,గ సిటీనో,గసిటీనో,Unnecessary space within a single word.
test_12_195,tesseract,processed,23,ఏళ్ల దీరండ్రా,ఏళ్లదీరండ్రా,Unnecessary space within a single word.
test_13_2,tesseract,processed,7,నరో ధీం,నరోధీం,Unlikely space within a single word; 'నరోధీం' is a valid word.
test_13_2,tesseract,processed,14,బోలోంనుర,బోలోనుర,Unlikely internal character sequence; 'బోలోనుర' is a more plausible word.
test_13_2,tesseract,processed,16,ర్‌,ర్,Unlikely standalone consonant with a visible diacritic; 'ర్' is a valid standalone consonant.
test_13_2,tesseract,processed,17,రా టన,రాటన,Unlikely space within a single word; 'రాటన' is a valid word.
test_13_2,tesseract,processed,18,బడల,బదల,Unlikely internal character sequence; 'బదల' is a more plausible word.
test_13_2,tesseract,processed,20,బం క,బంక,Unlikely space within a single word; 'బంక' is a valid word.
test_13_7,tesseract,processed,8,కామ్రీలమే లో,కామ్రిలమేలో,The space in 'కామ్రీలమే లో' is unlikely in a single word. Removing the space forms a plausible compound.
test_13_7,tesseract,processed,9,నూటా చేర మడు,నూటా చేరుమడు,The space in 'చేర మడు' is unlikely. 'చేరుమడు' is a plausible compound word.
test_13_7,tesseract,processed,11,సారస ద,సారసద,The space in 'సారస ద' is unlikely. 'సారసద' is a plausible single word.
test_13_7,tesseract,processed,13,రు ఢ్రం,రుద్రం,The space in 'రు ఢ్రం' is unlikely. 'రుద్రం' is a common Telugu word.
test_13_7,tesseract,processed,17,యే డ్ముకా,ఏడ్ముకా,The space in 'యే డ్ముకా' is unlikely. 'ఏడ్ముకా' is a plausible single word.
test_13_7,tesseract,processed,21,ుండబ్‌రా,కుండబ్రా,The initial character 'ు' is likely a misrecognition. 'కుండబ్రా' is a plausible correction.
test_13_9,tesseract,processed,12,లూ టన,లూటన్,"The OCR output contains a space, which is unlikely in a single word. 'లూటన్' is a more plausible transliteration of a name or place."
test_13_9,tesseract,processed,15,నాలాలు ల్‌,నాలాలుల,The presence of a space and the standalone 'ల్‌' is unlikely. 'నాలాలుల' is a more plausible morphological form.
test_13_9,tesseract,processed,19,నౌ తోద పా చాల,నౌతోదపాచాల,"The OCR output contains spaces, which are unlikely in a single word. 'నౌతోదపాచాల' is a more plausible compound or name."
test_13_12,tesseract,processed,2,ణక భలం,శక్తి,The sequence 'ణక భలం' is not a plausible Telugu word. 'శక్తి' is a common word meaning 'strength'.
test_13_12,tesseract,processed,12,జరీ్‌ ు,జరీ,"The sequence 'జరీ్‌ ు' contains an unnecessary diacritic and space, making it implausible."
test_13_12,tesseract,processed,15,బాం,బం,The sequence 'బాం' is not a valid standalone word. 'బం' is a more plausible correction.
test_13_13,tesseract,processed,4,లీ జరడణగా,లీజరడంగా,The space is likely an OCR error; 'లీజరడంగా' is a more plausible Telugu word.
test_13_13,tesseract,processed,6,నుల ల,నుల్ల,The space is likely an OCR error; 'నుల్ల' is a more plausible Telugu word.
test_13_13,tesseract,processed,18,మునల్ల నా,మునల్లనా,The space is likely an OCR error; 'మునల్లనా' is a more plausible Telugu word.
test_13_13,tesseract,processed,22,లొిర ం,లోకం,The characters are likely misrecognized; 'లోకం' is a more plausible Telugu word.
test_13_23,tesseract,processed,4,సుం ఢీ క,సుందరిక,The OCR output contains spaces and an unlikely sequence 'ఢీ'. 'సుందరిక' is a plausible correction.
test_13_23,tesseract,processed,6,లన లా,లలనా,The OCR output contains a space and an unlikely sequence. 'లలనా' is a plausible correction.
test_13_23,tesseract,processed,10,౧ న కుపూడిడాక డు,ఇంకుపూడిడాకుడు,"The OCR output contains a numeral and spaces, which are unlikely in a single word. 'ఇంకుపూడిడాకుడు' is a plausible correction."
test_13_23,tesseract,processed,11,లీ ఖాన,లీఖనం,The OCR output contains a space and an unlikely sequence. 'లీఖనం' is a plausible correction.
test_13_23,tesseract,processed,19,ఆతౌల్హ,ఆతౌల్లా,The OCR output contains an unlikely sequence 'ల్హ'. 'ఆతౌల్లా' is a plausible correction.
test_13_24,tesseract,processed,2,లూ బీ సోలో,లూబీసోలో,Unnecessary spaces in a single word; likely a compound or name.
test_13_24,tesseract,processed,6,్ర శ్రపుముగో,శ్రపుముగో,Unnecessary leading virama; not a valid standalone form.
test_13_24,tesseract,processed,11,కేరట్‌ యర,కేరటయర,Unnecessary space; likely a single word or name.
test_13_24,tesseract,processed,14,ఎ్రాగగన్‌,ఎరాగగన్‌,Misplaced virama; likely a name or term.
test_13_24,tesseract,processed,15,ఘమువెడ్టూ,ఘనువెడ్టూ,Uncommon consonant cluster; likely a phonetic error.
test_13_24,tesseract,processed,16,డ్రొసే,ద్రోసే,Uncommon initial consonant cluster; likely a phonetic error.
test_13_32,tesseract,processed,1,లూ డు,లూడు,Unnecessary space in the middle of a single word.
test_13_32,tesseract,processed,2,ఆగం నా,ఆగమ్మా,Unnecessary space and incorrect segmentation of a single word.
test_13_32,tesseract,processed,10,ళ్‌,ళ,The standalone consonant with a visible halant is unlikely without context.
test_13_32,tesseract,processed,16,౨ రకము,రకము,The numeral '౨' is unlikely to be part of a single word without context.
test_13_32,tesseract,processed,21,ర శాసనాల రా,శాసనాల,Unnecessary segmentation and repetition in a single word.
test_13_32,tesseract,processed,23,లొడ్రరునేంగా,లోడ్రునేంగా,Uncommon consonant cluster 'డ్రర' is likely a segmentation error.
test_13_32,tesseract,processed,24,ాాంశరాధదు,ఆంశరాధదు,Initial vowel sign 'ా' without a base consonant is incorrect.
val_4_69,tesseract,processed,1,సోరలన్దొ యథ,సోమరసందో యథా,"The sequence 'సోరలన్దొ' is not a plausible Telugu word. 'సోమరసందో' is a more likely formation, and 'యథా' is a common suffix."
val_4_69,tesseract,processed,3,ఆ గ్గీటారు,ఆగ్గీటారు,The space in 'ఆ గ్గీటారు' is unlikely in a single word. 'ఆగ్గీటారు' is a more plausible formation.
val_4_69,tesseract,processed,4,తెర కుయన,తెరకుయన,The space in 'తెర కుయన' is unlikely in a single word. 'తెరకుయన' is a more plausible formation.
val_4_69,tesseract,processed,5,శభ,శుభ,"'శభ' is not a common Telugu word, whereas 'శుభ' is a valid word meaning 'auspicious'."
val_4_69,tesseract,processed,7,వ్ర,వ్రా,'వ్ర' is incomplete and not a standalone word. 'వ్రా' is a more plausible form.
val_4_69,tesseract,processed,8,హ్‌ందుక,ఎందుకు,'హ్‌ందుక' is not a valid word. 'ఎందుకు' is a common word meaning 'why'.
val_4_69,tesseract,processed,10,టల,తల,"'టల' is not a standalone word, whereas 'తల' means 'head'."
val_4_69,tesseract,processed,11,జన్మ ఓదం,జన్మోదయం,The space in 'జన్మ ఓదం' is unlikely. 'జన్మోదయం' is a more plausible formation.
val_4_69,tesseract,processed,12,లకర,లకరం,'లకర' is incomplete. 'లకరం' is a more plausible form.
val_4_69,tesseract,processed,13,రర,రారు,'రర' is not a valid word. 'రారు' is a more plausible form.
val_4_69,tesseract,processed,15,హాటోనగ్నో టన,హాటోనగ్నోటన్,The space in 'హాటోనగ్నో టన' is unlikely. 'హాటోనగ్నోటన్' is a more plausible formation.
val_4_69,tesseract,processed,18,చనిలవయా,చనిలవయ్యా,'చనిలవయా' is not a valid word. 'చనిలవయ్యా' is a more plausible form.
val_4_69,tesseract,processed,20,రయి,రాయి,'రయి' is not a valid word. 'రాయి' means 'stone'.
val_4_69,tesseract,processed,22,రర,రారు,'రర' is not a valid word. 'రారు' is a more plausible form.
val_4_69,tesseract,processed,25,నం,నమ,'నం' is incomplete. 'నమ' is a more plausible form.
val_4_69,tesseract,processed,26,ంరణలొ క్ల,నిరణలోకల,The sequence 'ంరణలొ క్ల' is not plausible. 'నిరణలోకల' is a more plausible formation.
val_4_69,tesseract,processed,28,అుటీమున,అల్టీమన్,'అుటీమున' is not a valid word. 'అల్టీమన్' is a more plausible form.
val_4_149,tesseract,processed,1,ూదుతు,ఇందుకు,"The initial character appears to be a misplaced diacritic, suggesting a common word 'ఇందుకు'."
val_4_149,tesseract,processed,2,ఆను టూగాణ్చి,ఆనందించు,The sequence 'టూగాణ్చి' is not plausible; 'ఆనందించు' is a common verb form.
val_4_149,tesseract,processed,3,కుకై రుం పగా,కుక్కరంపగా,The sequence 'కుకై రుం పగా' is not plausible; 'కుక్కరంపగా' is a more likely compound word.
val_4_149,tesseract,processed,5,ఆశింఒరరు,ఆశించరు,The sequence 'ఆశింఒరరు' is not plausible; 'ఆశించరు' is a common verb form.
val_4_149,tesseract,processed,9,ఓమఆాఫపండఠు,ఓం నమః శివాయ,The sequence is not plausible; 'ఓం నమః శివాయ' is a common phrase.
val_4_149,tesseract,processed,13,ఊవి పాయా,ఉపాయం,The sequence 'ఊవి పాయా' is not plausible; 'ఉపాయం' is a common word.
val_4_149,tesseract,processed,14,నోతక్‌నాం,నోటిఫికేషన్,The sequence 'నోతక్‌నాం' is not plausible; 'నోటిఫికేషన్' is a common loanword.
val_4_149,tesseract,processed,15,నిత్బి ప,నిత్యప,The sequence 'నిత్బి ప' is not plausible; 'నిత్యప' is a more likely form.
val_4_149,tesseract,processed,16,వ్రీిపాయ,వీరపాయ,The sequence 'వ్రీిపాయ' is not plausible; 'వీరపాయ' is a more likely form.
val_4_149,tesseract,processed,17,మనరడరు,మనసు,The sequence 'మనరడరు' is not plausible; 'మనసు' is a common word.
val_4_149,tesseract,processed,18,చనంంరాం తుంలు,చందనం తుంలు,The sequence 'చనంంరాం తుంలు' is not plausible; 'చందనం తుంలు' is a more likely form.
val_4_149,tesseract,processed,19,పకల తుం,పకల,The sequence 'పకల తుం' is not plausible; 'పకల' is a common word.
val_4_149,tesseract,processed,20,బుర త,బురద,The sequence 'బుర త' is not plausible; 'బురద' is a common word.
val_4_149,tesseract,processed,22,లంబిగిది,లంబించు,The sequence 'లంబిగిది' is not plausible; 'లంబించు' is a common verb form.
val_4_155,tesseract,processed,1,ఆఅ ముడ తాం ౬ుంఠా,ఆముడుతాం,The sequence contains non-Telugu characters and spacing errors.
val_4_155,tesseract,processed,2,యెలూకురింటున్న బ్బ,యెలూకురింటున్నా,The ending 'బ్బ' is not a valid Telugu ending.
val_4_155,tesseract,processed,4,గా అర,గార,The space is incorrect; 'గార' is a valid word.
val_4_155,tesseract,processed,5,పంక టావ్‌,పంక్‌,'టావ్‌' is not a valid Telugu word.
val_4_155,tesseract,processed,7,చాన జల,చాల,The space is incorrect; 'చాల' is a valid word.
val_4_155,tesseract,processed,8,ఆకారం అం౦లఅ,ఆకారమం,Contains non-Telugu characters and spacing errors.
val_4_155,tesseract,processed,10,ఓకోనీశాదులం తా,ఓకోనీశాదులం,The ending 'తా' is not a valid Telugu ending.
val_4_155,tesseract,processed,12,ఎక్షిష లాల తో,ఎక్షిషలాల,The space is incorrect; 'ఎక్షిషలాల' is a valid word.
val_4_155,tesseract,processed,14,డన,దనం,'డన' is not a valid Telugu word.
val_4_155,tesseract,processed,16,రేఉటీలన్ప,రేఉటీలం,The ending 'న్ప' is not a valid Telugu ending.
val_4_155,tesseract,processed,20,ఓనిఫినుం ట,ఓనిఫినుంత,The space is incorrect; 'ఓనిఫినుంత' is a valid word.
val_4_155,tesseract,processed,21,౨దశ్ష,దశ,Contains non-Telugu characters.
val_4_155,tesseract,processed,23,ొకాంలా,ఒకలా,Contains non-Telugu characters.
val_4_189,tesseract,processed,1,యమం కులనన,యమకులన,The sequence 'కులనన' is unlikely; 'కులన' is a more plausible word ending.
val_4_189,tesseract,processed,3,సనౌగింి,సనౌగిని,The sequence 'గింి' is unlikely; 'గిని' is a more plausible ending.
val_4_189,tesseract,processed,4,ఆఉయోకి,ఆయోకి,The sequence 'ఆఉ' is unlikely; 'ఆయో' is a more plausible start.
val_4_189,tesseract,processed,5,ఆ చాక క్‌,ఆచాక,The space and 'క్‌' are unlikely; 'ఆచాక' is a more plausible word.
val_4_189,tesseract,processed,7,ముంందిరత వు,ముందిరతువు,The sequence 'ముంందిరత వు' is unlikely; 'ముందిరతువు' is a more plausible word.
val_4_189,tesseract,processed,8,జొపి డీలు,జోపిడీలు,The sequence 'జొపి' is unlikely; 'జోపి' is a more plausible start.
val_4_189,tesseract,processed,9,బున రలో,బునరలో,The space in 'బున రలో' is unlikely; 'బునరలో' is a more plausible word.
val_4_189,tesseract,processed,11,టత్య్బు,తత్వబు,The sequence 'టత్య్' is unlikely; 'తత్వ' is a more plausible start.
val_4_189,tesseract,processed,12,బోరవజ్హం్వం,బోరవజ్హం,The sequence 'ం్వం' is unlikely; 'ం' is a more plausible ending.
val_4_189,tesseract,processed,14,ప్రాతి టదికగో,ప్రాతి దికగో,The sequence 'టదికగో' is unlikely; 'దికగో' is a more plausible word.
val_4_189,tesseract,processed,15,సమా వహేక్చైనబ్ప ఆక,సమావహేక్చైనబాక,The spaces and sequence 'బ్ప ఆక' are unlikely; 'బాక' is a more plausible ending.
val_4_189,tesseract,processed,16,౨రానవ టౌతి కి,రానవటౌతికి,The numeral and spaces are unlikely; 'రానవటౌతికి' is a more plausible word.
val_4_189,tesseract,processed,18,నో ంరుంగా,నోరుంగా,The space in 'నో ంరుంగా' is unlikely; 'నోరుంగా' is a more plausible word.
val_4_189,tesseract,processed,19,వొుంమఘత్‌,వొమఘత్‌,The sequence 'వొుంమ' is unlikely; 'వొమ' is a more plausible start.
val_4_189,tesseract,processed,20,షోతూమ్స్స్‌,షోతూమ్స్‌,The sequence 'మ్స్స్‌' is unlikely; 'మ్స్‌' is a more plausible ending.
val_4_189,tesseract,processed,21,లుయ్సారల,లూయిసారల,The sequence 'లుయ్' is unlikely; 'లూయి' is a more plausible start.
val_4_206,tesseract,processed,2,రాజు దీంరూనా పీ,రాజు దీపం,The sequence 'దీంరూనా పీ' is not a plausible Telugu word. 'దీపం' is a common word meaning 'lamp'.
val_4_206,tesseract,processed,3,ఊుం ఒం లా,ఊం,The sequence 'ఊుం ఒం లా' is not a plausible Telugu word. 'ఊం' is a valid interjection.
val_4_206,tesseract,processed,9,పెలపౌతాతైనాయము,పేల్పుతాతినాయము,The sequence 'పెలపౌతాతైనాయము' is not a plausible Telugu word. 'పేల్పు' is a more likely starting segment.
val_4_206,tesseract,processed,10,ఫే దుందు ముండదు,ఫెద్దు ముండదు,The sequence 'ఫే దుందు' is not a plausible Telugu word. 'ఫెద్దు' is a more likely correction.
val_4_206,tesseract,processed,17,ృవ స్తృలను,స్త్రీలను,The sequence 'ృవ' is not a valid Telugu prefix. 'స్త్రీలను' is a valid word meaning 'women'.
val_4_206,tesseract,processed,18,అఅఆతా౭,ఆతా,The sequence 'అఅఆతా౭' contains repeated and non-Telugu characters. 'ఆతా' is a more plausible correction.
val_4_206,tesseract,processed,19,ెిరా౩శ క,విరాశక,The sequence 'ెిరా౩శ క' contains non-Telugu characters. 'విరాశక' is a more plausible correction.
val_4_206,tesseract,processed,24,ఉర్భ్ఫుమం,ఉపభూమి,The sequence 'ఉర్భ్ఫుమం' is not a plausible Telugu word. 'ఉపభూమి' is a more likely correction.
val_4_219,tesseract,processed,1,చేరేడంరతె,చేరేడంతె,The sequence 'రతె' is unlikely; 'తె' is a common suffix.
val_4_219,tesseract,processed,3,కుతి మిం రుంగా,కుతిమింగ,The spaces are incorrect; 'కుతిమింగ' is a plausible word.
val_4_219,tesseract,processed,4,గసుోరూమవురి బశూడదు,గురుమవురి బశూడదు,'గసుో' is unlikely; 'గురు' is a common prefix.
val_4_219,tesseract,processed,5,గ తరం కి,గతరానికి,Spaces are incorrect; 'గతరానికి' is a plausible word.
val_4_219,tesseract,processed,6,వర చురువి త,వర్చురువిత,Spaces are incorrect; 'వర్చురువిత' is a plausible word.
val_4_219,tesseract,processed,7,ఎయు అరం,ఎయురం,Spaces are incorrect; 'ఎయురం' is a plausible word.
val_4_219,tesseract,processed,8,రెంటి నా గ,రెంటినాగ,Spaces are incorrect; 'రెంటినాగ' is a plausible word.
val_4_219,tesseract,processed,9,తెలటను కవ,తెలటనుకవ,Spaces are incorrect; 'తెలటనుకవ' is a plausible word.
val_4_219,tesseract,processed,10,అశ్చీ ఖిన్బీకావ,అశ్చీకిన్బీకావ,The sequence 'ఖిన' is unlikely; 'కిన' is more plausible.
val_4_219,tesseract,processed,11,ముండేనొకీ,ముండేనికి,'నొకీ' is unlikely; 'నికి' is a common suffix.
val_4_219,tesseract,processed,12,వేసఎ లోనే,వేసలోనే,Spaces are incorrect; 'వేసలోనే' is a plausible word.
val_4_219,tesseract,processed,13,సౌ భో మత,సౌభోమత,Spaces are incorrect; 'సౌభోమత' is a plausible word.
val_4_219,tesseract,processed,14,వర్షించు ంయో,వర్షించుయో,Spaces are incorrect; 'వర్షించుయో' is a plausible word.
val_4_219,tesseract,processed,15,కనున నేం దుఠు,కనుననేం దుఠు,Spaces are incorrect; 'కనుననేం' is a plausible word.
val_4_219,tesseract,processed,16,రా కుం యం రుయు,రాకుం యంరుయు,Spaces are incorrect; 'రాకుం' is a plausible word.
val_4_219,tesseract,processed,18,డొలధించూారు,డోలధించారు,'డొల' is unlikely; 'డోల' is a more common form.
val_4_219,tesseract,processed,19,౩ బ స్పీ,బస్పీ,The numeral '౩' is likely an error; 'బస్పీ' is plausible.
val_4_219,tesseract,processed,20,వాలొనున్న,వాలొనున,'వాలొనున' is a more plausible form.
val_4_219,tesseract,processed,21,చాట కాలను,చాటకాలను,Spaces are incorrect; 'చాటకాలను' is a plausible word.
val_4_233,tesseract,processed,1,సాగరుం తోము,సాగరంతోము,Unlikely space in compound word; 'తోము' is a suffix.
val_4_233,tesseract,processed,2,ఆశ్చృర ముం,ఆశ్చర్యము,'ఆశ్చృర' is not a valid form; 'ఆశ్చర్యము' is a common word.
val_4_233,tesseract,processed,3,హపొాల్సురిను నారు,హపోల్సురినునారు,Unlikely space in compound word; 'నారు' is a suffix.
val_4_233,tesseract,processed,6,అగ్ని ౦ తలకన్నా,అగ్నితలకన్నా,Unlikely space in compound word; 'తలకన్నా' is a suffix.
val_4_233,tesseract,processed,7,౨ానుషపీవ,ధానుషపీవ,'౨' is a numeral; likely OCR misinterpretation of 'ధ'.
val_4_233,tesseract,processed,8,గుంటింథ్యార్థి,గుంటింటి ఆర్థి,Unlikely compound; 'గుంటింటి' and 'ఆర్థి' are separate words.
val_4_233,tesseract,processed,9,సస్న నంద కం,సన్నందకం,Unlikely space in compound word; 'నందకం' is a suffix.
val_4_233,tesseract,processed,11,అవనాగ నరిరరుం,అవనాగనరిరుం,Unlikely space in compound word; 'నరిరుం' is a suffix.
val_4_233,tesseract,processed,15,ఆఅణశుం కూల,ఆణశంకూల,Unlikely space in compound word; 'కూల' is a suffix.
val_4_233,tesseract,processed,16,అఅుకారులు,అకారులు,Repetition of 'అ' is unlikely; 'అకారులు' is a valid form.
val_4_233,tesseract,processed,18,ఆజుకిద,ఆజుకి,'ద' is an unlikely suffix here; 'ఆజుకి' is a valid form.
val_4_233,tesseract,processed,19,ఆ౭ పొయువమే నట్లా,ఆపోయువమేనట్లా,'౭' is a numeral; likely OCR misinterpretation of 'ప'.
val_4_233,tesseract,processed,20,రం లం క్ర,రమలంక్ర,Unlikely spaces in compound word; 'లంక్ర' is a suffix.
val_4_233,tesseract,processed,22,వెళ్ల గానా,వెళ్లగానా,Unlikely space in compound word; 'గానా' is a suffix.
val_4_238,tesseract,processed,1,అుయులింబిన,అయులింబిన,The sequence 'అు' is not a valid Telugu orthographic combination.
val_4_238,tesseract,processed,3,యరిమెతే మీవుతు న్నారు,యరిమెతే మివుతున్నారు,The space in 'మీవుతు న్నారు' is likely an OCR error splitting a single word.
val_4_238,tesseract,processed,5,తేథీ నుండు,తేదీ నుండు,'తేథీ' is not a valid word; 'తేదీ' is the correct form.
val_4_238,tesseract,processed,6,మేడఉలకా,మేడులకా,'మేడఉలకా' contains an unlikely combination; 'మేడులకా' is more plausible.
val_4_238,tesseract,processed,10,సంపూ రంగా,సంపూర్ణంగా,'సంపూ రంగా' is split incorrectly; 'సంపూర్ణంగా' is a valid word.
val_4_238,tesseract,processed,11,ఇనూతుంలూ ర,ఇనూతలూర,'ఇనూతుంలూ ర' contains an unlikely sequence; 'ఇనూతలూర' is more plausible.
val_4_238,tesseract,processed,12,ఎతుత మరలరుం,ఎతుత మరలరం,'మరలరుం' is not a valid ending; 'మరలరం' is more plausible.
val_4_238,tesseract,processed,13,అఖ ౨తలం,అఖతలం,The space and numeral '౨' are likely OCR errors.
val_4_238,tesseract,processed,15,గాబ్రౌాటడు,గాబ్రాటడు,'గాబ్రౌాటడు' contains an unlikely sequence; 'గాబ్రాటడు' is more plausible.
val_4_238,tesseract,processed,16,ఉర బంవ్చృ తంంద నోడు,ఉర బంచుతంద నోడు,'బంవ్చృ' is not a valid sequence; 'బంచుతంద' is more plausible.
val_4_238,tesseract,processed,19,తవ యో గాం,తవ యోగం,'యో గాం' is split incorrectly; 'యోగం' is a valid word.
val_4_238,tesseract,processed,20,ఎ౨కుతతే,ఎకుతతే,The numeral '౨' is likely an OCR error.
val_4_238,tesseract,processed,22,చెప్పట కృ,చెప్పటకు,'కృ' is not a valid ending; 'చెప్పటకు' is more plausible.
val_4_238,tesseract,processed,23,గుశౌరిర్లి ఆ,గుశౌరిలి,'గుశౌరిర్లి ఆ' is split incorrectly; 'గుశౌరిలి' is more plausible.
val_4_238,tesseract,processed,24,ఆనాడఢ,ఆనాడు,'ఆనాడఢ' contains an unlikely sequence; 'ఆనాడు' is more plausible.
val_10_53,tesseract,processed,13,దంల,దంత,The sequence 'దంల' is not a valid Telugu word. 'దంత' (tooth) is a plausible correction due to common OCR confusion between 'త' and 'ల'.
val_10_53,tesseract,processed,14,ంరే,మరే,"The sequence 'ంరే' is incomplete. 'మరే' is a plausible correction, as 'మ' is often misread as 'ం'."
val_10_53,tesseract,processed,22,మంపైరొలుువ,మంపై రోల్లు,"The sequence 'మంపైరొలుువ' is not a valid Telugu word. 'మంపై రోల్లు' (a phrase meaning 'on top of the rolls') is a plausible correction, considering common OCR errors with 'రొ' and 'రో'."
val_10_89,tesseract,processed,7,దు దు,దుద్దు,The space between 'దు' and 'దు' is likely an OCR error. 'దుద్దు' is a valid Telugu word.
val_10_89,tesseract,processed,10,రా౭రరడన,రాజరాజన,The character '౭' is likely a misrecognition of 'జ'. 'రాజరాజన' is a plausible correction.
val_10_89,tesseract,processed,18,్‌గ,గ,The presence of a standalone '్‌' before 'గ' is likely an OCR artifact.
val_10_89,tesseract,processed,19,మగు త గాం,మగుతగాం,The spaces between syllables are likely OCR errors. 'మగుతగాం' is a plausible correction.
val_10_108,tesseract,processed,6,ే ోణ ి,లోణి,The sequence 'ే ోణ ి' is not a valid Telugu word; 'లోణి' is a plausible correction.
val_10_108,tesseract,processed,11,యూ య,యూన,The sequence 'యూ య' is incomplete; 'యూన' is a more plausible form.
val_10_108,tesseract,processed,13,ళా,లా,The character 'ళ' is less common in this context; 'లా' is more typical.
val_10_108,tesseract,processed,17,గుంతు రా,గుంటూర,"The sequence 'గుంతు రా' is likely a split of 'గుంటూర', a known place name."
val_10_108,tesseract,processed,19,రుయలాయిస్తాయు,రూలాయిస్తారు,The sequence 'రుయలాయిస్తాయు' is not a valid form; 'రూలాయిస్తారు' is a more plausible verb form.
val_10_179,tesseract,processed,1,ఇంతగ,ఇంతక,The word 'ఇంతగ' is not a valid standalone word. 'ఇంతక' is a more plausible correction.
val_10_179,tesseract,processed,3,యూన,యూన్,The word 'యూన' is incomplete. 'యూన్' is a more plausible standalone form.
val_10_179,tesseract,processed,9,రష్టమైంద,రాష్ట్రమైంది,The word 'రష్టమైంద' is a misspelling. 'రాష్ట్రమైంది' is a more plausible correction.
val_10_179,tesseract,processed,11,ఎడణెనా,ఎడమ,The word 'ఎడణెనా' is not valid. 'ఎడమ' is a more plausible correction.
val_10_179,tesseract,processed,12,ల్‌లొంకాం,లోంకాం,The word 'ల్‌లొంకాం' contains an unnecessary consonant. 'లోంకాం' is more plausible.
val_10_179,tesseract,processed,13,తుసౌ్‌ల,తుసౌల,The word 'తుసౌ్‌ల' contains an unnecessary consonant. 'తుసౌల' is more plausible.
