page_key,ocr_model,input_kind,region_index,error,correction,reason
val_4_219,surya,processed,14,పల్లెల బహుకుంటూ,పల్లెల్లో బహుకుతూ,"The sequence 'పల్లెల బహుకుంటూ' is unlikely as a standalone word. 'పల్లెల్లో బహుకుతూ' is a valid phrase meaning 'distributing in villages', and the spacing suggests an OCR error."
val_4_233,surya,processed,1,సాగరం కేరు,సాగరంకేరు,Unnecessary space in a compound word.
val_4_233,surya,processed,2,శ్రీ ర్గీ రి,శ్రీ రామగిరి,Unlikely consonant cluster 'ర్గీ' suggests a misreading.
val_4_233,surya,processed,3,హే ల్లా లి స్తు న్మాటు,హేళ్లాలిస్తున్నమాట,Unnecessary spaces and incorrect segmentation in a compound word.
val_4_233,surya,processed,4,రా జిల్లా మళ్ళిం,రాజిల్లామళ్ళి,Unnecessary space and truncation in a compound word.
val_4_233,surya,processed,9,సిన్సే సంరక్షణ,సంసే సంరక్షణ,Unlikely initial consonant cluster 'సిన్సే' suggests a misreading.
val_4_233,surya,processed,15,స కూల,స్కూల్,Unnecessary space in a common loanword.
val_4_233,surya,processed,19,ప్రజ్విత్తోంతి పటి నట్టు,ప్రజ్వలితంతో పటినట్టు,Unlikely consonant cluster 'జ్విత్తోంతి' suggests a misreading.
val_4_233,surya,processed,20,ం,అం,Isolated diacritic 'ం' is incomplete without a base character.
val_4_238,surya,processed,10,సురి పూ ద్వే ంగా,సురిపుద్వేంగా,Unusual spacing and character separation in a probable compound word.
val_4_238,surya,processed,15,గా హౌకు,గాహౌకు,Unusual spacing in a probable single word.
val_4_238,surya,processed,16,దూర మార్పు తెుంద నేటి,దూరమార్పుతెందనేటి,Unusual spacing in a probable compound word.
val_4_238,surya,processed,18,ప్రాంత పుట్టడ,ప్రాంతపుట్టడ,Unusual spacing in a probable single word.
val_4_238,surya,processed,19,త పో యోగాల,తపోయోగాల,Unusual spacing in a probable single word.
val_4_238,surya,processed,20,విజ్ఞేత్తర్‌,విజ్ఞేత్తర్,Unusual character at the end of a probable name or title.
val_4_238,surya,processed,23,దుశా బ్హి లోని,దుశాభిలోని,Unusual spacing in a probable single word.
val_10_53,surya,processed,7,క్షణ ం,క్షణం,Unnecessary space between the word and the suffix 'ం' which is a common Telugu word ending.
val_10_53,surya,processed,9,మా ౬౬,మా,The sequence '౬౬' is not a valid Telugu word component and appears to be a misrecognition.
val_10_89,surya,processed,5,అప్పార్లీనాటూరి,అప్పార్లీనగరి,The word 'నాటూరి' is not a plausible Telugu word. 'నగరి' is a more likely suffix for a place name.
val_10_108,surya,processed,11,వౌడకూరుడు,వౌడకూర్చు,The sequence 'కూరుడు' is unlikely; 'కూర్చు' is a more common form.
val_10_179,surya,processed,25,వైద్య ల,వైద్యులు,"The space in 'వైద్య ల' suggests a split in the word. 'వైద్యులు' is a common Telugu word meaning 'doctors', which fits the orthographic pattern."
val_10_350,surya,processed,21,వే బూనే లే నాని,వేబూనేలేని,"The OCR output contains unnecessary spaces and a probable segmentation error, suggesting a more plausible compound word."
val_10_386,surya,processed,1,రాహ లెగ్గిగికో,రాహులెగ్గికో,The space in 'రాహ లెగ్గిగికో' is unlikely in a single word. 'రాహులెగ్గికో' is a more plausible compound.
val_10_386,surya,processed,6,డో ౮ యం వున్నా,డోయం వున్నా,The numeral '౮' is unlikely in a word. 'డోయం వున్నా' is a more plausible correction.
val_10_386,surya,processed,12,అన్నా రీలకు,అన్నారీలకు,The space in 'అన్నా రీలకు' is unlikely in a single word. 'అన్నారీలకు' is a more plausible compound.
val_10_386,surya,processed,18,వ్రౌరసుడులయిరారు,వ్రౌరసులు యిరారు,The sequence 'వ్రౌరసుడులయిరారు' is unlikely. 'వ్రౌరసులు యిరారు' separates into plausible components.
val_10_386,surya,processed,19,మి తీపకొల్లెపైన,మీ తీపకొల్లెపైన,The space in 'మి తీపకొల్లెపైన' is unlikely. 'మీ తీపకొల్లెపైన' is a more plausible compound.
val_10_386,surya,processed,23,బ్రిడ్జి సేక్షిక,బ్రిడ్జి సెక్షన్,'సేక్షిక' is unlikely. 'సెక్షన్' is a more plausible correction.
val_10_469,surya,processed,1,ప్రశ్నిపెయినిన్నట్లు,ప్రశ్నించినట్లు,The word 'ప్రశ్నిపెయినిన్నట్లు' is not a valid Telugu word. The probable correction 'ప్రశ్నించినట్లు' is a valid form meaning 'as questioned'.
val_10_469,surya,processed,13,మంతోమిశ్రదేవేలు,మండలమిశ్రదేవేలు,"The sequence 'మంతోమిశ్రదేవేలు' is not a valid Telugu word. 'మండలమిశ్రదేవేలు' is a more plausible correction, possibly referring to a name."
val_10_469,surya,processed,15,స్థానితం,స్థానికం,The word 'స్థానితం' is not a standard Telugu word. 'స్థానికం' meaning 'local' is a more probable correction.
val_10_469,surya,processed,21,ఎిపెమెంటు,ఎంప్లిమెంటు,"The sequence 'ఎిపెమెంటు' is not a valid Telugu word. 'ఎంప్లిమెంటు' is a more plausible correction, likely a transliteration of 'implement'."
val_10_480,surya,processed,6,సాధ్యపెంగుల,సాధ్యపెట్టులు,'సాధ్యపెంగుల' is not a valid Telugu word. The correction 'సాధ్యపెట్టులు' is a plausible word meaning 'possible tasks'.
val_10_480,surya,processed,11,గుర్తులేని ాయి,గుర్తులేని నాయి,The sequence 'ాయి' is not valid. 'నాయి' (dog) is a plausible correction.
val_10_480,surya,processed,20,ఎన్నాడూపంగు ఆఫ్లం,ఎన్నాడూ పంగు ఆఫీసు,'ఎన్నాడూపంగు ఆఫ్లం' is not valid. 'ఎన్నాడూ పంగు ఆఫీసు' (office) is a plausible correction.
