image_key,page_key,model,input_kind,reference,hypothesis,cer,exact_match,categories,error_category_count
test/9/252/15,test_9_252,surya,processed,పిజాయి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/252/16,test_9_252,surya,processed,చేస్తున్నారంటూ,బెన్నెస్కో నాగర్ లిమ్సా,1.2857142857142858,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6
test/9/252/17,test_9_252,surya,processed,ఉద్యోగావకాశాలను,ప్రయోగావకాహారాలన్ని,0.6,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error,4
test/9/252/18,test_9_252,surya,processed,రోజైనా,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/252/19,test_9_252,surya,processed,కలిపాం,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/252/20,test_9_252,surya,processed,మంత్రులను,పంటలను,0.5555555555555556,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error,4
test/9/252/21,test_9_252,surya,processed,ప్రేమతో,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/252/22,test_9_252,surya,processed,నడిపన్న,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/252/23,test_9_252,surya,processed,ఉండవచ్చు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/252/24,test_9_252,surya,processed,స్వర్గ,,1.0,False,deletion;missing_output;virama_or_conjunct_error,3
test/9/252/25,test_9_252,surya,processed,ప్రీ,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/393/1,test_9_393,surya,processed,పుటలను,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/393/2,test_9_393,surya,processed,విజయరామారావు,విజయ రామారావు,0.08333333333333333,False,insertion;word_boundary_split_or_join,2
test/9/393/3,test_9_393,surya,processed,అణ్వస్త్ర,,1.0,False,deletion;missing_output;virama_or_conjunct_error,3
test/9/393/4,test_9_393,surya,processed,పూజ్య,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/393/5,test_9_393,surya,processed,కాళేశ్వరరావు,కాళిష్వరరావు,0.16666666666666666,False,base_character_substitution;diacritic_or_vowel_sign_error,2
test/9/393/6,test_9_393,surya,processed,పలకరించడం,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/393/7,test_9_393,surya,processed,మనని,మహా,0.75,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error,3
test/9/393/8,test_9_393,surya,processed,వీరిద్దరిని,వరిష్టకి,0.5454545454545454,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error,3
test/9/393/9,test_9_393,surya,processed,నిలువుగా,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/393/10,test_9_393,surya,processed,అఫ్రీదిపై,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/393/11,test_9_393,surya,processed,సుబ్బరాయశర్మ,స్వాతాయ కర్మ,0.5833333333333334,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5
test/9/393/12,test_9_393,surya,processed,బ్రహ్మాస్త్రం,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/393/13,test_9_393,surya,processed,వాట్,వాటి,0.25,False,virama_or_conjunct_error,1
test/9/393/14,test_9_393,surya,processed,తెరిచే,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/393/15,test_9_393,surya,processed,తెల్లారాలి,‍,1.0,False,deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error,3
test/9/393/16,test_9_393,surya,processed,ఇండొనేసియాలో,ప్రాడోనోని యోలా,0.8333333333333334,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5
test/9/393/17,test_9_393,surya,processed,ఆదర్శంగా,‍,1.0,False,deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error,3
test/9/393/18,test_9_393,surya,processed,వాననీటిలోకి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/9/393/19,test_9_393,surya,processed,ప్రొఫెషనల్,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/9/393/20,test_9_393,surya,processed,గల,,1.0,False,deletion;missing_output,2
test/9/393/21,test_9_393,surya,processed,వుంచుటలోను,‌,1.0,False,deletion;diacritic_or_vowel_sign_error,2
test/9/393/22,test_9_393,surya,processed,దయానందం,దేవుి నందం,0.7142857142857143,False,diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;word_boundary_split_or_join,4
test/9/393/23,test_9_393,surya,processed,ఎవరితోనైనా,ఎవరి లోనే నా,0.4,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;word_boundary_split_or_join,4
test/9/393/24,test_9_393,surya,processed,ఈలపాట,ప్రశిల పోటీ,1.6,False,diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5
test/12/48/1,test_12_48,surya,processed,ఓబయ్య,,1.0,False,deletion;missing_output;virama_or_conjunct_error,3
test/12/48/2,test_12_48,surya,processed,భావిస్తున్నాం,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/48/3,test_12_48,surya,processed,వ్యాసపు,బౌద్ధ సంఘ,1.0,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;word_boundary_split_or_join,4
test/12/48/4,test_12_48,surya,processed,అప్లయి,‍,1.0,False,deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error,3
test/12/48/5,test_12_48,surya,processed,వెదజల్లాల్సి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/48/6,test_12_48,surya,processed,నిరాహారదీక్షలు,నిరాహార దక్షిణు,0.2857142857142857,False,base_character_substitution;diacritic_or_vowel_sign_error;word_boundary_split_or_join,3
test/12/48/7,test_12_48,surya,processed,అనుమతించడంపైనే,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/48/8,test_12_48,surya,processed,దీనితో,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/48/9,test_12_48,surya,processed,ఆలోచిస్తామని,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/48/10,test_12_48,surya,processed,జవాబులో,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/48/11,test_12_48,surya,processed,మరికొంచెం,మరికొండలి,0.3333333333333333,False,base_character_substitution;diacritic_or_vowel_sign_error,2
test/12/48/12,test_12_48,surya,processed,అతనితో,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/48/13,test_12_48,surya,processed,దేనికైనా,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/48/14,test_12_48,surya,processed,పోల్చడంతో,పాల్లు దంత్రా,0.8888888888888888,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6
test/12/48/15,test_12_48,surya,processed,శాంతిభద్రతలను,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/48/16,test_12_48,surya,processed,నిర్లక్ష్యానికి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/48/17,test_12_48,surya,processed,సాదియాస్,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/48/18,test_12_48,surya,processed,లాభపడ్డాయి,లాభిను ట్రైవా,0.9,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;word_boundary_split_or_join,4
test/12/48/19,test_12_48,surya,processed,మేం,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/48/20,test_12_48,surya,processed,సంక్రమించే,సంక్ర హ్,0.5,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error;word_boundary_split_or_join,5
test/12/48/21,test_12_48,surya,processed,హృదయాలపై,పునరాల్పు,0.75,False,base_character_substitution;diacritic_or_vowel_sign_error;virama_or_conjunct_error,3
test/12/48/22,test_12_48,surya,processed,రిజస్ట్రేషన్లు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/48/23,test_12_48,surya,processed,ఆశ్రయించి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/48/24,test_12_48,surya,processed,పాలించే,పారిశ్రామి,1.0,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error,5
test/12/70/1,test_12_70,surya,processed,తెలుపవలసిన,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/70/2,test_12_70,surya,processed,పట్టు,మధ్యలు,0.8,False,base_character_substitution;insertion,2
test/12/70/3,test_12_70,surya,processed,అనుబంధాల్లో,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/70/4,test_12_70,surya,processed,చేయలేమని,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/70/5,test_12_70,surya,processed,ఒకదాని,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/70/6,test_12_70,surya,processed,రోజుల్లోకి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/70/7,test_12_70,surya,processed,జరగడంతో,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/70/8,test_12_70,surya,processed,జరగకుండా,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/70/9,test_12_70,surya,processed,పాల్పడి,పాట ఉ,0.7142857142857143,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error;word_boundary_split_or_join,5
test/12/70/10,test_12_70,surya,processed,స్వస్వరూపాయ,స్వ స్వ రూపాయ,0.18181818181818182,False,insertion;word_boundary_split_or_join,2
test/12/70/11,test_12_70,surya,processed,సెలవుపై,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/70/12,test_12_70,surya,processed,తెరకెక్కిస్తోంది,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/70/13,test_12_70,surya,processed,వంగముల్లు,వంగ ముల్లు,0.1111111111111111,False,insertion;word_boundary_split_or_join,2
test/12/70/14,test_12_70,surya,processed,రీచయ్యాయి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/70/15,test_12_70,surya,processed,సంగీతపరంగా,సంగీతపరంగా,0.0,True,correct,0
test/12/70/16,test_12_70,surya,processed,ఆకల్తో,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/70/17,test_12_70,surya,processed,రాజశేఖరం,‍,1.0,False,deletion;diacritic_or_vowel_sign_error,2
test/12/70/18,test_12_70,surya,processed,కాను,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/70/19,test_12_70,surya,processed,పడేస్తుంది,ప్రయత్నం,0.8,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error,4
test/12/70/20,test_12_70,surya,processed,చాలామంది,బాలా మంది,0.25,False,base_character_substitution;insertion;word_boundary_split_or_join,3
test/12/70/21,test_12_70,surya,processed,దినోత్సవాల,దేవాత్మ వాలి,0.6,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;word_boundary_split_or_join,4
test/12/70/22,test_12_70,surya,processed,పగుళ్లు,మాట్ల,0.7142857142857143,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error,3
test/12/70/23,test_12_70,surya,processed,బిల్లింగ్స్,బి జ్ఞలమ్,0.7272727272727273,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error;word_boundary_split_or_join,5
test/12/70/24,test_12_70,surya,processed,మధుర,మధుర,0.0,True,correct,0
test/12/70/25,test_12_70,surya,processed,జు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/113/1,test_12_113,surya,processed,ఇతరాత్రాకూడా,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/113/2,test_12_113,surya,processed,మారాయి,మౌరా లు,0.6666666666666666,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;word_boundary_split_or_join,4
test/12/113/3,test_12_113,surya,processed,అగ్రనేతలను,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/113/4,test_12_113,surya,processed,అభిరుచుల్ని,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/113/5,test_12_113,surya,processed,చిత్రించలేదు,బక్ష్యం చలేదు,0.5833333333333334,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5
test/12/113/6,test_12_113,surya,processed,ప్రతిపాదనకు,ప్రతిపాదనకు,0.0,True,correct,0
test/12/113/7,test_12_113,surya,processed,రెండింతలుపెట్టి,గెండింటలు పెట్టి,0.2,False,base_character_substitution;insertion;word_boundary_split_or_join,3
test/12/113/8,test_12_113,surya,processed,ఒకామె,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/113/9,test_12_113,surya,processed,షేర్లకు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/113/10,test_12_113,surya,processed,మహాదేవునికి,మహా పనికి,0.36363636363636365,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error;word_boundary_split_or_join,4
test/12/113/11,test_12_113,surya,processed,అవినీతిని,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/113/12,test_12_113,surya,processed,విసీల,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/113/13,test_12_113,surya,processed,వెక్కిరించినా,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/113/14,test_12_113,surya,processed,తొలిగించి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/113/15,test_12_113,surya,processed,సఫారీలు,సమాధానము,0.7142857142857143,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion,3
test/12/113/16,test_12_113,surya,processed,వ్యవసాయానికి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/113/17,test_12_113,surya,processed,అలవాటుపడిన,బిలి డా టెవె,1.1,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;word_boundary_split_or_join,4
test/12/113/18,test_12_113,surya,processed,కిన్సీ,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/113/19,test_12_113,surya,processed,ఎన్నింటి,ని ర టి,0.625,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error;word_boundary_split_or_join,5
test/12/113/20,test_12_113,surya,processed,కవిత్రయం,కవ లోయం,0.5,False,base_character_substitution;diacritic_or_vowel_sign_error;virama_or_conjunct_error;word_boundary_split_or_join,4
test/12/113/21,test_12_113,surya,processed,భవంతిని,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/113/22,test_12_113,surya,processed,మారుమూల,మారు మూల,0.14285714285714285,False,insertion;word_boundary_split_or_join,2
test/12/113/23,test_12_113,surya,processed,వసతిని,పసిల్ గా,1.1666666666666667,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5
test/12/113/24,test_12_113,surya,processed,కాస్సేపే,కాస్పెడా,0.5,False,base_character_substitution;diacritic_or_vowel_sign_error,2
test/12/113/25,test_12_113,surya,processed,మచ్చ,మౌలి,0.75,False,diacritic_or_vowel_sign_error;virama_or_conjunct_error,2
test/12/125/1,test_12_125,surya,processed,యింటికి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/125/2,test_12_125,surya,processed,మున్ముందు,మునుగెండు,0.4444444444444444,False,base_character_substitution;diacritic_or_vowel_sign_error;virama_or_conjunct_error,3
test/12/125/3,test_12_125,surya,processed,తేనేటీగల,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/125/4,test_12_125,surya,processed,కరిగిస్తుందని,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/125/5,test_12_125,surya,processed,వీళ్ళింటికి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/125/6,test_12_125,surya,processed,మాట్లానిద్దాం,మాట్లా ని డ్లా ౦,0.46153846153846156,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;word_boundary_split_or_join,4
test/12/125/7,test_12_125,surya,processed,కనిపిస్తే,కుమార్తె,0.6666666666666666,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error,3
test/12/125/8,test_12_125,surya,processed,మార్పులపై,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/125/9,test_12_125,surya,processed,ముంజేతికి,మంచి చేతిక,0.6666666666666666,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;word_boundary_split_or_join,4
test/12/125/10,test_12_125,surya,processed,వుంచుకోవాలో,ప్రాం బెకో వాలో,0.7272727272727273,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5
test/12/125/11,test_12_125,surya,processed,విచారిస్తున్నాం,‌,1.0,False,deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error,3
test/12/125/12,test_12_125,surya,processed,౯౪,,1.0,False,deletion;missing_output,2
test/12/125/13,test_12_125,surya,processed,పార్టీలను,‌ ‌,1.0,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error;word_boundary_split_or_join,5
test/12/125/14,test_12_125,surya,processed,బయోటెక్నాలజీ,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/125/15,test_12_125,surya,processed,కులాసాగా,కులా సాగా,0.125,False,insertion;word_boundary_split_or_join,2
test/12/125/16,test_12_125,surya,processed,పిల్లలకిష్టమైన,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/125/17,test_12_125,surya,processed,ఫిర్యాదు,రావ దు,0.625,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error;word_boundary_split_or_join,5
test/12/125/18,test_12_125,surya,processed,చెప్పుకుంది,చెన్నుకుంటే,0.36363636363636365,False,base_character_substitution;diacritic_or_vowel_sign_error,2
test/12/125/19,test_12_125,surya,processed,మార్గాలను,మార్గాల న్న,0.3333333333333333,False,diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,4
test/12/125/20,test_12_125,surya,processed,ఏరియాలో,విశిష్టుల్తా,1.4285714285714286,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error,5
test/12/125/21,test_12_125,surya,processed,ఇరుగుపొరుగు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/125/22,test_12_125,surya,processed,శ్రీరాముడు,చోరా మదు,0.7,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error;word_boundary_split_or_join,5
test/12/125/23,test_12_125,surya,processed,దుర్భరం,ఉత్పత్తి,1.1428571428571428,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error,4
test/12/131/1,test_12_131,surya,processed,ఆకాంతి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/131/2,test_12_131,surya,processed,చేయగలిగారు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/131/3,test_12_131,surya,processed,నాకవ్వంబు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/131/4,test_12_131,surya,processed,పక్షము,పక్షయ,0.3333333333333333,False,deletion;diacritic_or_vowel_sign_error,2
test/12/131/5,test_12_131,surya,processed,ప్రశ్నలను,పచ్చలను,0.4444444444444444,False,base_character_substitution;deletion;virama_or_conjunct_error,3
test/12/131/6,test_12_131,surya,processed,స్పెషలిస్ట్,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/131/7,test_12_131,surya,processed,ప్రశంసనీయమని,డ్రూంసనియమని,0.25,False,base_character_substitution;diacritic_or_vowel_sign_error,2
test/12/131/8,test_12_131,surya,processed,పెన్నీ,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/131/9,test_12_131,surya,processed,గంగుల,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/131/10,test_12_131,surya,processed,అనంతకుమార్,బ్రహంతకుమార్,0.4,False,base_character_substitution;insertion;virama_or_conjunct_error,3
test/12/131/11,test_12_131,surya,processed,గుర్తిస్తే,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/131/12,test_12_131,surya,processed,డీలర్,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/131/13,test_12_131,surya,processed,అన్య,,1.0,False,deletion;missing_output;virama_or_conjunct_error,3
test/12/131/14,test_12_131,surya,processed,తడబడుతుండగా,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/131/15,test_12_131,surya,processed,రావటంవల్ల,గ్రామ టందటి,0.8888888888888888,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6
test/12/131/16,test_12_131,surya,processed,బారికేడ్లను,బా కోడ్ లైన్,0.5454545454545454,False,deletion;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5
test/12/131/17,test_12_131,surya,processed,కెనడాలో,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/131/18,test_12_131,surya,processed,సూచించారు,స్వా ౦ ౮ ఝ,1.0,False,base_character_substitution;diacritic_or_vowel_sign_error;virama_or_conjunct_error;word_boundary_split_or_join,4
test/12/131/19,test_12_131,surya,processed,బాలికలకు,బాలికలకు,0.0,True,correct,0
test/12/131/20,test_12_131,surya,processed,హీరోయిజం,హౌర్ బు సిం,1.0,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5
test/12/131/21,test_12_131,surya,processed,రథాభిధమ్,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/131/22,test_12_131,surya,processed,అభిరుచిగల,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/131/23,test_12_131,surya,processed,చేసేందుకే,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/131/24,test_12_131,surya,processed,జేర్చుకుని,శ్రీ స్త్రీ కు ని,1.1,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6
test/12/131/25,test_12_131,surya,processed,ద్వేషికి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/165/1,test_12_165,surya,processed,తయారయ్యాడు,ప్రమాణమౌనిదు,1.0,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error,4
test/12/165/2,test_12_165,surya,processed,భారతమంతటా,‌,1.0,False,deletion;diacritic_or_vowel_sign_error,2
test/12/165/3,test_12_165,surya,processed,తదానుగుణంగా,త్రిప్రామ సందాంగా,1.0909090909090908,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6
test/12/165/4,test_12_165,surya,processed,భక్తుడయినవాడు,భక్తు తలుపబాడు,0.46153846153846156,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;word_boundary_split_or_join,4
test/12/165/5,test_12_165,surya,processed,ఉండడంతో,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/165/6,test_12_165,surya,processed,శభాష్,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/165/7,test_12_165,surya,processed,కయ్యానికి,కయ్యాన్క,0.2222222222222222,False,diacritic_or_vowel_sign_error;virama_or_conjunct_error,2
test/12/165/8,test_12_165,surya,processed,అయినప్పుడు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/165/9,test_12_165,surya,processed,వేళ్ల,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/165/10,test_12_165,surya,processed,మేలుకంటే,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/165/11,test_12_165,surya,processed,సింహాసనములో,సింహాసన వేయలతో,0.45454545454545453,False,diacritic_or_vowel_sign_error;insertion;word_boundary_split_or_join,3
test/12/165/12,test_12_165,surya,processed,నవ్వుకుంటూ,న పువి కు ంటూ,0.6,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5
test/12/165/13,test_12_165,surya,processed,ఎందుకునమ్మాలి,ఎండుట నమోగే లో,0.6153846153846154,False,base_character_substitution;diacritic_or_vowel_sign_error;virama_or_conjunct_error;word_boundary_split_or_join,4
test/12/165/14,test_12_165,surya,processed,వివిధప్రభుత్వ,ఎమిడి ప చుట్టుపొ్,1.0,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5
test/12/165/15,test_12_165,surya,processed,ఆశించినంతగా,‍,1.0,False,deletion;diacritic_or_vowel_sign_error,2
test/12/165/16,test_12_165,surya,processed,తగ్గించుకోవాలి,కనీరి చిహ్నాలు,0.7142857142857143,False,base_character_substitution;diacritic_or_vowel_sign_error;virama_or_conjunct_error;word_boundary_split_or_join,4
test/12/165/17,test_12_165,surya,processed,అసత్య,,1.0,False,deletion;missing_output;virama_or_conjunct_error,3
test/12/165/18,test_12_165,surya,processed,ఫోన్లుచేసి,పోషణ బోస్,0.8,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error;word_boundary_split_or_join,5
test/12/165/19,test_12_165,surya,processed,అంటూ,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3
test/12/165/20,test_12_165,surya,processed,త్రిష,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/191/1,test_12_191,surya,processed,బాధల్లో,బాధల్లో,0.0,True,correct,0
test/12/191/2,test_12_191,surya,processed,డ్యూయలింగ్,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4
test/12/191/3,test_12_191,surya,processed,తగ్గింపు,తగిలిను,0.5,False,base_character_substitution;diacritic_or_vowel_sign_error;virama_or_conjunct_error,3
