image_key,page_key,model,input_kind,reference,hypothesis,cer,exact_match,categories,error_category_count,evidence_source,category,error,correction,reason
test/13/23/1,test_13_23,surya,processed,వినియోగదారుల,ఎన్నో యోగవాదులు,0.6666666666666666,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/23/1,test_13_23,surya,processed,వినియోగదారుల,ఎన్నో యోగవాదులు,0.6666666666666666,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5,deterministic_alignment,insertion,,,Unicode/edit alignment rule
test/13/23/1,test_13_23,surya,processed,వినియోగదారుల,ఎన్నో యోగవాదులు,0.6666666666666666,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5,deterministic_alignment,base_character_substitution,,,Unicode/edit alignment rule
test/13/23/1,test_13_23,surya,processed,వినియోగదారుల,ఎన్నో యోగవాదులు,0.6666666666666666,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5,deterministic_alignment,word_boundary_split_or_join,,,Unicode/edit alignment rule
test/13/23/2,test_13_23,surya,processed,తెలియజేయక,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/23/2,test_13_23,surya,processed,తెలియజేయక,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3,deterministic_alignment,deletion,,,Unicode/edit alignment rule
test/13/23/2,test_13_23,surya,processed,తెలియజేయక,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3,deterministic_alignment,missing_output,,,Unicode/edit alignment rule
test/13/23/3,test_13_23,surya,processed,ముదురు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/23/3,test_13_23,surya,processed,ముదురు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3,deterministic_alignment,deletion,,,Unicode/edit alignment rule
test/13/23/3,test_13_23,surya,processed,ముదురు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3,deterministic_alignment,missing_output,,,Unicode/edit alignment rule
test/13/23/4,test_13_23,surya,processed,మెంబర్లకు,మేంగిల కోడ్,0.8888888888888888,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5,deterministic_alignment,virama_or_conjunct_error,,,Unicode/edit alignment rule
test/13/23/4,test_13_23,surya,processed,మెంబర్లకు,మేంగిల కోడ్,0.8888888888888888,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/23/4,test_13_23,surya,processed,మెంబర్లకు,మేంగిల కోడ్,0.8888888888888888,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5,deterministic_alignment,insertion,,,Unicode/edit alignment rule
test/13/23/4,test_13_23,surya,processed,మెంబర్లకు,మేంగిల కోడ్,0.8888888888888888,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5,deterministic_alignment,base_character_substitution,,,Unicode/edit alignment rule
test/13/23/4,test_13_23,surya,processed,మెంబర్లకు,మేంగిల కోడ్,0.8888888888888888,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5,deterministic_alignment,word_boundary_split_or_join,,,Unicode/edit alignment rule
test/13/23/5,test_13_23,surya,processed,దేనినో,పాటలు,1.0,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error,3,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/23/5,test_13_23,surya,processed,దేనినో,పాటలు,1.0,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error,3,deterministic_alignment,deletion,,,Unicode/edit alignment rule
test/13/23/5,test_13_23,surya,processed,దేనినో,పాటలు,1.0,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error,3,deterministic_alignment,base_character_substitution,,,Unicode/edit alignment rule
test/13/23/6,test_13_23,surya,processed,తనిఖీల్లో,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,virama_or_conjunct_error,,,Unicode/edit alignment rule
test/13/23/6,test_13_23,surya,processed,తనిఖీల్లో,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/23/6,test_13_23,surya,processed,తనిఖీల్లో,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,deletion,,,Unicode/edit alignment rule
test/13/23/6,test_13_23,surya,processed,తనిఖీల్లో,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,missing_output,,,Unicode/edit alignment rule
test/13/23/7,test_13_23,surya,processed,తన్మయపరిచి,తన్ని ఉపరిహ్,0.6,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5,deterministic_alignment,virama_or_conjunct_error,,,Unicode/edit alignment rule
test/13/23/7,test_13_23,surya,processed,తన్మయపరిచి,తన్ని ఉపరిహ్,0.6,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/23/7,test_13_23,surya,processed,తన్మయపరిచి,తన్ని ఉపరిహ్,0.6,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5,deterministic_alignment,insertion,,,Unicode/edit alignment rule
test/13/23/7,test_13_23,surya,processed,తన్మయపరిచి,తన్ని ఉపరిహ్,0.6,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5,deterministic_alignment,base_character_substitution,,,Unicode/edit alignment rule
test/13/23/7,test_13_23,surya,processed,తన్మయపరిచి,తన్ని ఉపరిహ్,0.6,False,base_character_substitution;diacritic_or_vowel_sign_error;insertion;virama_or_conjunct_error;word_boundary_split_or_join,5,deterministic_alignment,word_boundary_split_or_join,,,Unicode/edit alignment rule
test/13/23/8,test_13_23,surya,processed,కిరీటాన్ని,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,virama_or_conjunct_error,,,Unicode/edit alignment rule
test/13/23/8,test_13_23,surya,processed,కిరీటాన్ని,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/23/8,test_13_23,surya,processed,కిరీటాన్ని,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,deletion,,,Unicode/edit alignment rule
test/13/23/8,test_13_23,surya,processed,కిరీటాన్ని,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,missing_output,,,Unicode/edit alignment rule
test/13/23/9,test_13_23,surya,processed,చరిత్రకి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,virama_or_conjunct_error,,,Unicode/edit alignment rule
test/13/23/9,test_13_23,surya,processed,చరిత్రకి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/23/9,test_13_23,surya,processed,చరిత్రకి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,deletion,,,Unicode/edit alignment rule
test/13/23/9,test_13_23,surya,processed,చరిత్రకి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,missing_output,,,Unicode/edit alignment rule
test/13/23/11,test_13_23,surya,processed,చాలిబాన్ల,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,virama_or_conjunct_error,,,Unicode/edit alignment rule
test/13/23/11,test_13_23,surya,processed,చాలిబాన్ల,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/23/11,test_13_23,surya,processed,చాలిబాన్ల,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,deletion,,,Unicode/edit alignment rule
test/13/23/11,test_13_23,surya,processed,చాలిబాన్ల,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,missing_output,,,Unicode/edit alignment rule
test/13/23/12,test_13_23,surya,processed,నరుక్కుంటున్నారు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,virama_or_conjunct_error,,,Unicode/edit alignment rule
test/13/23/12,test_13_23,surya,processed,నరుక్కుంటున్నారు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/23/12,test_13_23,surya,processed,నరుక్కుంటున్నారు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,deletion,,,Unicode/edit alignment rule
test/13/23/12,test_13_23,surya,processed,నరుక్కుంటున్నారు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,missing_output,,,Unicode/edit alignment rule
test/13/23/14,test_13_23,surya,processed,తీసుకోవడమే,బీ సు కోవ డమ్,0.5,False,base_character_substitution;insertion;virama_or_conjunct_error;word_boundary_split_or_join,4,deterministic_alignment,word_boundary_split_or_join,,,Unicode/edit alignment rule
test/13/23/14,test_13_23,surya,processed,తీసుకోవడమే,బీ సు కోవ డమ్,0.5,False,base_character_substitution;insertion;virama_or_conjunct_error;word_boundary_split_or_join,4,deterministic_alignment,insertion,,,Unicode/edit alignment rule
test/13/23/14,test_13_23,surya,processed,తీసుకోవడమే,బీ సు కోవ డమ్,0.5,False,base_character_substitution;insertion;virama_or_conjunct_error;word_boundary_split_or_join,4,deterministic_alignment,virama_or_conjunct_error,,,Unicode/edit alignment rule
test/13/23/14,test_13_23,surya,processed,తీసుకోవడమే,బీ సు కోవ డమ్,0.5,False,base_character_substitution;insertion;virama_or_conjunct_error;word_boundary_split_or_join,4,deterministic_alignment,base_character_substitution,,,Unicode/edit alignment rule
test/13/23/15,test_13_23,surya,processed,భయపడ్డాడో,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,virama_or_conjunct_error,,,Unicode/edit alignment rule
test/13/23/15,test_13_23,surya,processed,భయపడ్డాడో,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/23/15,test_13_23,surya,processed,భయపడ్డాడో,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,deletion,,,Unicode/edit alignment rule
test/13/23/15,test_13_23,surya,processed,భయపడ్డాడో,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,missing_output,,,Unicode/edit alignment rule
test/13/23/16,test_13_23,surya,processed,నిట్టూర్చి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,virama_or_conjunct_error,,,Unicode/edit alignment rule
test/13/23/16,test_13_23,surya,processed,నిట్టూర్చి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/23/16,test_13_23,surya,processed,నిట్టూర్చి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,deletion,,,Unicode/edit alignment rule
test/13/23/16,test_13_23,surya,processed,నిట్టూర్చి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,missing_output,,,Unicode/edit alignment rule
test/13/23/17,test_13_23,surya,processed,మొగమైనా,మెలిగ పెట్టి గారి,2.0,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6,deterministic_alignment,virama_or_conjunct_error,,,Unicode/edit alignment rule
test/13/23/17,test_13_23,surya,processed,మొగమైనా,మెలిగ పెట్టి గారి,2.0,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/23/17,test_13_23,surya,processed,మొగమైనా,మెలిగ పెట్టి గారి,2.0,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6,deterministic_alignment,insertion,,,Unicode/edit alignment rule
test/13/23/17,test_13_23,surya,processed,మొగమైనా,మెలిగ పెట్టి గారి,2.0,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6,deterministic_alignment,base_character_substitution,,,Unicode/edit alignment rule
test/13/23/17,test_13_23,surya,processed,మొగమైనా,మెలిగ పెట్టి గారి,2.0,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6,deterministic_alignment,hallucinated_extra_text,,,Unicode/edit alignment rule
test/13/23/17,test_13_23,surya,processed,మొగమైనా,మెలిగ పెట్టి గారి,2.0,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6,deterministic_alignment,word_boundary_split_or_join,,,Unicode/edit alignment rule
test/13/23/18,test_13_23,surya,processed,సరకుల,సరికుల,0.2,False,diacritic_or_vowel_sign_error,1,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/23/19,test_13_23,surya,processed,అహల్య,,1.0,False,deletion;missing_output;virama_or_conjunct_error,3,deterministic_alignment,virama_or_conjunct_error,,,Unicode/edit alignment rule
test/13/23/19,test_13_23,surya,processed,అహల్య,,1.0,False,deletion;missing_output;virama_or_conjunct_error,3,deterministic_alignment,deletion,,,Unicode/edit alignment rule
test/13/23/19,test_13_23,surya,processed,అహల్య,,1.0,False,deletion;missing_output;virama_or_conjunct_error,3,deterministic_alignment,missing_output,,,Unicode/edit alignment rule
test/13/23/20,test_13_23,surya,processed,వాడుక,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/23/20,test_13_23,surya,processed,వాడుక,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3,deterministic_alignment,deletion,,,Unicode/edit alignment rule
test/13/23/20,test_13_23,surya,processed,వాడుక,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3,deterministic_alignment,missing_output,,,Unicode/edit alignment rule
test/13/23/21,test_13_23,surya,processed,షిండే,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/23/21,test_13_23,surya,processed,షిండే,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3,deterministic_alignment,deletion,,,Unicode/edit alignment rule
test/13/23/21,test_13_23,surya,processed,షిండే,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3,deterministic_alignment,missing_output,,,Unicode/edit alignment rule
test/13/23/22,test_13_23,surya,processed,చేశాడో,వేశాలు,0.5,False,base_character_substitution;diacritic_or_vowel_sign_error,2,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/23/22,test_13_23,surya,processed,చేశాడో,వేశాలు,0.5,False,base_character_substitution;diacritic_or_vowel_sign_error,2,deterministic_alignment,base_character_substitution,,,Unicode/edit alignment rule
test/13/23/23,test_13_23,surya,processed,వాళ్లెవరూ,హౌస్టేషన్,0.8888888888888888,False,base_character_substitution;diacritic_or_vowel_sign_error;virama_or_conjunct_error,3,deterministic_alignment,virama_or_conjunct_error,,,Unicode/edit alignment rule
test/13/23/23,test_13_23,surya,processed,వాళ్లెవరూ,హౌస్టేషన్,0.8888888888888888,False,base_character_substitution;diacritic_or_vowel_sign_error;virama_or_conjunct_error,3,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/23/23,test_13_23,surya,processed,వాళ్లెవరూ,హౌస్టేషన్,0.8888888888888888,False,base_character_substitution;diacritic_or_vowel_sign_error;virama_or_conjunct_error,3,deterministic_alignment,base_character_substitution,,,Unicode/edit alignment rule
test/13/24/1,test_13_24,surya,processed,పనిచేస్తున్న,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,virama_or_conjunct_error,,,Unicode/edit alignment rule
test/13/24/1,test_13_24,surya,processed,పనిచేస్తున్న,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/24/1,test_13_24,surya,processed,పనిచేస్తున్న,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,deletion,,,Unicode/edit alignment rule
test/13/24/1,test_13_24,surya,processed,పనిచేస్తున్న,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,missing_output,,,Unicode/edit alignment rule
test/13/24/2,test_13_24,surya,processed,చతుర్విధాన్నాలే,బాతూ క్రీస్తు శాస్త్రాలే,1.0666666666666667,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6,deterministic_alignment,virama_or_conjunct_error,,,Unicode/edit alignment rule
test/13/24/2,test_13_24,surya,processed,చతుర్విధాన్నాలే,బాతూ క్రీస్తు శాస్త్రాలే,1.0666666666666667,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/24/2,test_13_24,surya,processed,చతుర్విధాన్నాలే,బాతూ క్రీస్తు శాస్త్రాలే,1.0666666666666667,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6,deterministic_alignment,insertion,,,Unicode/edit alignment rule
test/13/24/2,test_13_24,surya,processed,చతుర్విధాన్నాలే,బాతూ క్రీస్తు శాస్త్రాలే,1.0666666666666667,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6,deterministic_alignment,base_character_substitution,,,Unicode/edit alignment rule
test/13/24/2,test_13_24,surya,processed,చతుర్విధాన్నాలే,బాతూ క్రీస్తు శాస్త్రాలే,1.0666666666666667,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6,deterministic_alignment,hallucinated_extra_text,,,Unicode/edit alignment rule
test/13/24/2,test_13_24,surya,processed,చతుర్విధాన్నాలే,బాతూ క్రీస్తు శాస్త్రాలే,1.0666666666666667,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6,deterministic_alignment,word_boundary_split_or_join,,,Unicode/edit alignment rule
test/13/24/3,test_13_24,surya,processed,నిండిన,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/24/3,test_13_24,surya,processed,నిండిన,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3,deterministic_alignment,deletion,,,Unicode/edit alignment rule
test/13/24/3,test_13_24,surya,processed,నిండిన,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3,deterministic_alignment,missing_output,,,Unicode/edit alignment rule
test/13/24/4,test_13_24,surya,processed,తిరుమలాచార్యుడు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,virama_or_conjunct_error,,,Unicode/edit alignment rule
test/13/24/4,test_13_24,surya,processed,తిరుమలాచార్యుడు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/24/4,test_13_24,surya,processed,తిరుమలాచార్యుడు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,deletion,,,Unicode/edit alignment rule
test/13/24/4,test_13_24,surya,processed,తిరుమలాచార్యుడు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,missing_output,,,Unicode/edit alignment rule
test/13/24/5,test_13_24,surya,processed,వృద్ధనేత,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,virama_or_conjunct_error,,,Unicode/edit alignment rule
test/13/24/5,test_13_24,surya,processed,వృద్ధనేత,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/24/5,test_13_24,surya,processed,వృద్ధనేత,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,deletion,,,Unicode/edit alignment rule
test/13/24/5,test_13_24,surya,processed,వృద్ధనేత,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,missing_output,,,Unicode/edit alignment rule
test/13/24/6,test_13_24,surya,processed,చిత్తరువుని,నవమార్చి ప్రక్కన,1.1818181818181819,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6,deterministic_alignment,virama_or_conjunct_error,,,Unicode/edit alignment rule
test/13/24/6,test_13_24,surya,processed,చిత్తరువుని,నవమార్చి ప్రక్కన,1.1818181818181819,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/24/6,test_13_24,surya,processed,చిత్తరువుని,నవమార్చి ప్రక్కన,1.1818181818181819,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6,deterministic_alignment,insertion,,,Unicode/edit alignment rule
test/13/24/6,test_13_24,surya,processed,చిత్తరువుని,నవమార్చి ప్రక్కన,1.1818181818181819,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6,deterministic_alignment,base_character_substitution,,,Unicode/edit alignment rule
test/13/24/6,test_13_24,surya,processed,చిత్తరువుని,నవమార్చి ప్రక్కన,1.1818181818181819,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6,deterministic_alignment,hallucinated_extra_text,,,Unicode/edit alignment rule
test/13/24/6,test_13_24,surya,processed,చిత్తరువుని,నవమార్చి ప్రక్కన,1.1818181818181819,False,base_character_substitution;diacritic_or_vowel_sign_error;hallucinated_extra_text;insertion;virama_or_conjunct_error;word_boundary_split_or_join,6,deterministic_alignment,word_boundary_split_or_join,,,Unicode/edit alignment rule
test/13/24/7,test_13_24,surya,processed,బడుగులు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/24/7,test_13_24,surya,processed,బడుగులు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3,deterministic_alignment,deletion,,,Unicode/edit alignment rule
test/13/24/7,test_13_24,surya,processed,బడుగులు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3,deterministic_alignment,missing_output,,,Unicode/edit alignment rule
test/13/24/8,test_13_24,surya,processed,నకిలీలు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/24/8,test_13_24,surya,processed,నకిలీలు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3,deterministic_alignment,deletion,,,Unicode/edit alignment rule
test/13/24/8,test_13_24,surya,processed,నకిలీలు,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3,deterministic_alignment,missing_output,,,Unicode/edit alignment rule
test/13/24/9,test_13_24,surya,processed,అబ్బాయి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,virama_or_conjunct_error,,,Unicode/edit alignment rule
test/13/24/9,test_13_24,surya,processed,అబ్బాయి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/24/9,test_13_24,surya,processed,అబ్బాయి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,deletion,,,Unicode/edit alignment rule
test/13/24/9,test_13_24,surya,processed,అబ్బాయి,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output;virama_or_conjunct_error,4,deterministic_alignment,missing_output,,,Unicode/edit alignment rule
test/13/24/10,test_13_24,surya,processed,యజమానుల,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3,deterministic_alignment,diacritic_or_vowel_sign_error,,,Unicode/edit alignment rule
test/13/24/10,test_13_24,surya,processed,యజమానుల,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3,deterministic_alignment,deletion,,,Unicode/edit alignment rule
test/13/24/10,test_13_24,surya,processed,యజమానుల,,1.0,False,deletion;diacritic_or_vowel_sign_error;missing_output,3,deterministic_alignment,missing_output,,,Unicode/edit alignment rule
test/13/24/11,test_13_24,surya,processed,కరవయ్యారట,కూడ యౌరిట,0.6666666666666666,False,base_character_substitution;deletion;diacritic_or_vowel_sign_error;virama_or_conjunct_error;word_boundary_split_or_join,5,deterministic_alignment,virama_or_conjunct_error,,,Unicode/edit alignment rule
