image_key,page_key,model,input_kind,operation,category,reference_character,hypothesis_character
test/12/131/23,test_12_131,surya,processed,deletion,deletion,క,
test/12/131/23,test_12_131,surya,processed,deletion,diacritic_or_vowel_sign_error,ే,
test/12/131/24,test_12_131,surya,processed,substitution,base_character_substitution,జ,శ
test/12/131/24,test_12_131,surya,processed,substitution,virama_or_conjunct_error,ే,్
test/12/131/24,test_12_131,surya,processed,insertion,diacritic_or_vowel_sign_error,,ీ
test/12/131/24,test_12_131,surya,processed,insertion,insertion,, 
test/12/131/24,test_12_131,surya,processed,insertion,insertion,,స
test/12/131/24,test_12_131,surya,processed,insertion,virama_or_conjunct_error,,్
test/12/131/24,test_12_131,surya,processed,insertion,insertion,,త
test/12/131/24,test_12_131,surya,processed,insertion,insertion,,ర
test/12/131/24,test_12_131,surya,processed,substitution,diacritic_or_vowel_sign_error,చ,ీ
test/12/131/24,test_12_131,surya,processed,substitution,diacritic_or_vowel_sign_error,ు, 
test/12/131/24,test_12_131,surya,processed,insertion,insertion,, 
test/12/131/25,test_12_131,surya,processed,deletion,deletion,ద,
test/12/131/25,test_12_131,surya,processed,deletion,virama_or_conjunct_error,్,
test/12/131/25,test_12_131,surya,processed,deletion,deletion,వ,
test/12/131/25,test_12_131,surya,processed,deletion,diacritic_or_vowel_sign_error,ే,
test/12/131/25,test_12_131,surya,processed,deletion,deletion,ష,
test/12/131/25,test_12_131,surya,processed,deletion,diacritic_or_vowel_sign_error,ి,
test/12/131/25,test_12_131,surya,processed,deletion,deletion,క,
test/12/131/25,test_12_131,surya,processed,deletion,diacritic_or_vowel_sign_error,ి,
test/12/165/1,test_12_165,surya,processed,insertion,insertion,,ప
test/12/165/1,test_12_165,surya,processed,insertion,virama_or_conjunct_error,,్
test/12/165/1,test_12_165,surya,processed,substitution,base_character_substitution,త,ర
test/12/165/1,test_12_165,surya,processed,substitution,base_character_substitution,య,మ
test/12/165/1,test_12_165,surya,processed,substitution,base_character_substitution,ర,ణ
test/12/165/1,test_12_165,surya,processed,substitution,base_character_substitution,య,మ
test/12/165/1,test_12_165,surya,processed,substitution,virama_or_conjunct_error,్,ౌ
test/12/165/1,test_12_165,surya,processed,substitution,base_character_substitution,య,న
test/12/165/1,test_12_165,surya,processed,substitution,diacritic_or_vowel_sign_error,ా,ి
test/12/165/1,test_12_165,surya,processed,substitution,base_character_substitution,డ,ద
test/12/165/2,test_12_165,surya,processed,deletion,deletion,భ,
test/12/165/2,test_12_165,surya,processed,deletion,diacritic_or_vowel_sign_error,ా,
test/12/165/2,test_12_165,surya,processed,deletion,deletion,ర,
test/12/165/2,test_12_165,surya,processed,deletion,deletion,త,
test/12/165/2,test_12_165,surya,processed,deletion,deletion,మ,
test/12/165/2,test_12_165,surya,processed,deletion,diacritic_or_vowel_sign_error,ం,
test/12/165/2,test_12_165,surya,processed,deletion,deletion,త,
test/12/165/2,test_12_165,surya,processed,deletion,deletion,ట,
test/12/165/2,test_12_165,surya,processed,substitution,diacritic_or_vowel_sign_error,ా,‌
test/12/165/3,test_12_165,surya,processed,insertion,virama_or_conjunct_error,,్
test/12/165/3,test_12_165,surya,processed,insertion,insertion,,ర
test/12/165/3,test_12_165,surya,processed,insertion,diacritic_or_vowel_sign_error,,ి
test/12/165/3,test_12_165,surya,processed,insertion,insertion,,ప
test/12/165/3,test_12_165,surya,processed,insertion,virama_or_conjunct_error,,్
test/12/165/3,test_12_165,surya,processed,substitution,base_character_substitution,ద,ర
test/12/165/3,test_12_165,surya,processed,insertion,insertion,,మ
test/12/165/3,test_12_165,surya,processed,substitution,base_character_substitution,న, 
test/12/165/3,test_12_165,surya,processed,substitution,diacritic_or_vowel_sign_error,ు,స
test/12/165/3,test_12_165,surya,processed,substitution,diacritic_or_vowel_sign_error,గ,ం
test/12/165/3,test_12_165,surya,processed,substitution,diacritic_or_vowel_sign_error,ు,ద
test/12/165/3,test_12_165,surya,processed,substitution,diacritic_or_vowel_sign_error,ణ,ా
test/12/165/4,test_12_165,surya,processed,insertion,insertion,, 
test/12/165/4,test_12_165,surya,processed,substitution,base_character_substitution,డ,త
test/12/165/4,test_12_165,surya,processed,substitution,base_character_substitution,య,ల
test/12/165/4,test_12_165,surya,processed,substitution,diacritic_or_vowel_sign_error,ి,ు
test/12/165/4,test_12_165,surya,processed,substitution,base_character_substitution,న,ప
test/12/165/4,test_12_165,surya,processed,substitution,base_character_substitution,వ,బ
test/12/165/5,test_12_165,surya,processed,deletion,deletion,ఉ,
test/12/165/5,test_12_165,surya,processed,deletion,diacritic_or_vowel_sign_error,ం,
test/12/165/5,test_12_165,surya,processed,deletion,deletion,డ,
test/12/165/5,test_12_165,surya,processed,deletion,deletion,డ,
test/12/165/5,test_12_165,surya,processed,deletion,diacritic_or_vowel_sign_error,ం,
test/12/165/5,test_12_165,surya,processed,deletion,deletion,త,
test/12/165/5,test_12_165,surya,processed,deletion,diacritic_or_vowel_sign_error,ో,
test/12/165/6,test_12_165,surya,processed,deletion,deletion,శ,
test/12/165/6,test_12_165,surya,processed,deletion,deletion,భ,
test/12/165/6,test_12_165,surya,processed,deletion,diacritic_or_vowel_sign_error,ా,
test/12/165/6,test_12_165,surya,processed,deletion,deletion,ష,
test/12/165/6,test_12_165,surya,processed,deletion,virama_or_conjunct_error,్,
test/12/165/7,test_12_165,surya,processed,substitution,virama_or_conjunct_error,ి,్
test/12/165/7,test_12_165,surya,processed,deletion,diacritic_or_vowel_sign_error,ి,
test/12/165/8,test_12_165,surya,processed,deletion,deletion,అ,
test/12/165/8,test_12_165,surya,processed,deletion,deletion,య,
test/12/165/8,test_12_165,surya,processed,deletion,diacritic_or_vowel_sign_error,ి,
test/12/165/8,test_12_165,surya,processed,deletion,deletion,న,
test/12/165/8,test_12_165,surya,processed,deletion,deletion,ప,
test/12/165/8,test_12_165,surya,processed,deletion,virama_or_conjunct_error,్,
test/12/165/8,test_12_165,surya,processed,deletion,deletion,ప,
test/12/165/8,test_12_165,surya,processed,deletion,diacritic_or_vowel_sign_error,ు,
test/12/165/8,test_12_165,surya,processed,deletion,deletion,డ,
test/12/165/8,test_12_165,surya,processed,deletion,diacritic_or_vowel_sign_error,ు,
test/12/165/9,test_12_165,surya,processed,deletion,deletion,వ,
test/12/165/9,test_12_165,surya,processed,deletion,diacritic_or_vowel_sign_error,ే,
test/12/165/9,test_12_165,surya,processed,deletion,deletion,ళ,
test/12/165/9,test_12_165,surya,processed,deletion,virama_or_conjunct_error,్,
test/12/165/9,test_12_165,surya,processed,deletion,deletion,ల,
test/12/165/10,test_12_165,surya,processed,deletion,deletion,మ,
test/12/165/10,test_12_165,surya,processed,deletion,diacritic_or_vowel_sign_error,ే,
test/12/165/10,test_12_165,surya,processed,deletion,deletion,ల,
test/12/165/10,test_12_165,surya,processed,deletion,diacritic_or_vowel_sign_error,ు,
test/12/165/10,test_12_165,surya,processed,deletion,deletion,క,
test/12/165/10,test_12_165,surya,processed,deletion,diacritic_or_vowel_sign_error,ం,
test/12/165/10,test_12_165,surya,processed,deletion,deletion,ట,
test/12/165/10,test_12_165,surya,processed,deletion,diacritic_or_vowel_sign_error,ే,
test/12/165/11,test_12_165,surya,processed,insertion,insertion,, 
test/12/165/11,test_12_165,surya,processed,insertion,insertion,,వ
test/12/165/11,test_12_165,surya,processed,substitution,diacritic_or_vowel_sign_error,మ,ే
test/12/165/11,test_12_165,surya,processed,substitution,diacritic_or_vowel_sign_error,ు,య
test/12/165/11,test_12_165,surya,processed,insertion,insertion,,త
test/12/165/12,test_12_165,surya,processed,insertion,insertion,, 
test/12/165/12,test_12_165,surya,processed,substitution,base_character_substitution,వ,ప
test/12/165/12,test_12_165,surya,processed,substitution,virama_or_conjunct_error,్,ు
test/12/165/12,test_12_165,surya,processed,insertion,diacritic_or_vowel_sign_error,,ి
test/12/165/12,test_12_165,surya,processed,substitution,diacritic_or_vowel_sign_error,ు, 
test/12/165/12,test_12_165,surya,processed,insertion,insertion,, 
test/12/165/13,test_12_165,surya,processed,substitution,base_character_substitution,ద,డ
test/12/165/13,test_12_165,surya,processed,substitution,base_character_substitution,క,ట
test/12/165/13,test_12_165,surya,processed,substitution,diacritic_or_vowel_sign_error,ు, 
test/12/165/13,test_12_165,surya,processed,insertion,diacritic_or_vowel_sign_error,,ో
test/12/165/13,test_12_165,surya,processed,substitution,virama_or_conjunct_error,్,గ
test/12/165/13,test_12_165,surya,processed,substitution,diacritic_or_vowel_sign_error,మ,ే
test/12/165/13,test_12_165,surya,processed,substitution,diacritic_or_vowel_sign_error,ా, 
test/12/165/13,test_12_165,surya,processed,substitution,diacritic_or_vowel_sign_error,ి,ో
test/12/165/14,test_12_165,surya,processed,insertion,insertion,,ఎ
test/12/165/14,test_12_165,surya,processed,substitution,base_character_substitution,వ,మ
test/12/165/14,test_12_165,surya,processed,substitution,base_character_substitution,వ,డ
test/12/165/14,test_12_165,surya,processed,substitution,base_character_substitution,ధ, 
test/12/165/14,test_12_165,surya,processed,insertion,insertion,, 
test/12/165/14,test_12_165,surya,processed,insertion,insertion,,చ
test/12/165/14,test_12_165,surya,processed,insertion,diacritic_or_vowel_sign_error,,ు
test/12/165/14,test_12_165,surya,processed,substitution,virama_or_conjunct_error,్,ట
test/12/165/14,test_12_165,surya,processed,substitution,virama_or_conjunct_error,ర,్
test/12/165/14,test_12_165,surya,processed,substitution,base_character_substitution,భ,ట
test/12/165/14,test_12_165,surya,processed,substitution,base_character_substitution,త,ప
test/12/165/14,test_12_165,surya,processed,substitution,virama_or_conjunct_error,్,ొ
test/12/165/14,test_12_165,surya,processed,substitution,virama_or_conjunct_error,వ,్
test/12/165/15,test_12_165,surya,processed,deletion,deletion,ఆ,
test/12/165/15,test_12_165,surya,processed,deletion,deletion,శ,
test/12/165/15,test_12_165,surya,processed,deletion,diacritic_or_vowel_sign_error,ి,
test/12/165/15,test_12_165,surya,processed,deletion,diacritic_or_vowel_sign_error,ం,
test/12/165/15,test_12_165,surya,processed,deletion,deletion,చ,
test/12/165/15,test_12_165,surya,processed,deletion,diacritic_or_vowel_sign_error,ి,
test/12/165/15,test_12_165,surya,processed,deletion,deletion,న,
test/12/165/15,test_12_165,surya,processed,deletion,diacritic_or_vowel_sign_error,ం,
test/12/165/15,test_12_165,surya,processed,deletion,deletion,త,
test/12/165/15,test_12_165,surya,processed,deletion,deletion,గ,
test/12/165/15,test_12_165,surya,processed,substitution,diacritic_or_vowel_sign_error,ా,‍
test/12/165/16,test_12_165,surya,processed,substitution,base_character_substitution,త,క
test/12/165/16,test_12_165,surya,processed,substitution,base_character_substitution,గ,న
test/12/165/16,test_12_165,surya,processed,substitution,virama_or_conjunct_error,్,ీ
test/12/165/16,test_12_165,surya,processed,substitution,base_character_substitution,గ,ర
test/12/165/16,test_12_165,surya,processed,substitution,diacritic_or_vowel_sign_error,ం, 
test/12/165/16,test_12_165,surya,processed,substitution,diacritic_or_vowel_sign_error,ు,ి
test/12/165/16,test_12_165,surya,processed,substitution,base_character_substitution,క,హ
test/12/165/16,test_12_165,surya,processed,substitution,virama_or_conjunct_error,ో,్
test/12/165/16,test_12_165,surya,processed,substitution,base_character_substitution,వ,న
test/12/165/16,test_12_165,surya,processed,substitution,diacritic_or_vowel_sign_error,ి,ు
test/12/165/17,test_12_165,surya,processed,deletion,deletion,అ,
test/12/165/17,test_12_165,surya,processed,deletion,deletion,స,
test/12/165/17,test_12_165,surya,processed,deletion,deletion,త,
test/12/165/17,test_12_165,surya,processed,deletion,virama_or_conjunct_error,్,
test/12/165/17,test_12_165,surya,processed,deletion,deletion,య,
test/12/165/18,test_12_165,surya,processed,substitution,base_character_substitution,ఫ,ప
test/12/165/18,test_12_165,surya,processed,deletion,deletion,న,
test/12/165/18,test_12_165,surya,processed,substitution,virama_or_conjunct_error,్,ష
test/12/165/18,test_12_165,surya,processed,substitution,base_character_substitution,ల,ణ
test/12/165/18,test_12_165,surya,processed,substitution,diacritic_or_vowel_sign_error,ు, 
test/12/165/18,test_12_165,surya,processed,substitution,base_character_substitution,చ,బ
test/12/165/18,test_12_165,surya,processed,substitution,diacritic_or_vowel_sign_error,ే,ో
test/12/165/18,test_12_165,surya,processed,substitution,virama_or_conjunct_error,ి,్
test/12/165/19,test_12_165,surya,processed,deletion,deletion,అ,
test/12/165/19,test_12_165,surya,processed,deletion,diacritic_or_vowel_sign_error,ం,
test/12/165/19,test_12_165,surya,processed,deletion,deletion,ట,
test/12/165/19,test_12_165,surya,processed,deletion,diacritic_or_vowel_sign_error,ూ,
test/12/165/20,test_12_165,surya,processed,deletion,deletion,త,
test/12/165/20,test_12_165,surya,processed,deletion,virama_or_conjunct_error,్,
test/12/165/20,test_12_165,surya,processed,deletion,deletion,ర,
test/12/165/20,test_12_165,surya,processed,deletion,diacritic_or_vowel_sign_error,ి,
test/12/165/20,test_12_165,surya,processed,deletion,deletion,ష,
test/12/191/2,test_12_191,surya,processed,deletion,deletion,డ,
test/12/191/2,test_12_191,surya,processed,deletion,virama_or_conjunct_error,్,
test/12/191/2,test_12_191,surya,processed,deletion,deletion,య,
test/12/191/2,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ూ,
test/12/191/2,test_12_191,surya,processed,deletion,deletion,య,
test/12/191/2,test_12_191,surya,processed,deletion,deletion,ల,
test/12/191/2,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ి,
test/12/191/2,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ం,
test/12/191/2,test_12_191,surya,processed,deletion,deletion,గ,
test/12/191/2,test_12_191,surya,processed,deletion,virama_or_conjunct_error,్,
test/12/191/3,test_12_191,surya,processed,substitution,virama_or_conjunct_error,్,ి
test/12/191/3,test_12_191,surya,processed,substitution,base_character_substitution,గ,ల
test/12/191/3,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ం,
test/12/191/3,test_12_191,surya,processed,substitution,base_character_substitution,ప,న
test/12/191/4,test_12_191,surya,processed,substitution,base_character_substitution,ధ,ద
test/12/191/4,test_12_191,surya,processed,substitution,diacritic_or_vowel_sign_error,ా,ౌ
test/12/191/5,test_12_191,surya,processed,deletion,deletion,వ,
test/12/191/5,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ె,
test/12/191/5,test_12_191,surya,processed,deletion,deletion,న,
test/12/191/5,test_12_191,surya,processed,deletion,deletion,క,
test/12/191/6,test_12_191,surya,processed,substitution,base_character_substitution,చ,వ
test/12/191/6,test_12_191,surya,processed,substitution,base_character_substitution,ప,ళ
test/12/191/6,test_12_191,surya,processed,insertion,insertion,,ట
test/12/191/6,test_12_191,surya,processed,insertion,diacritic_or_vowel_sign_error,,ే
test/12/191/6,test_12_191,surya,processed,substitution,base_character_substitution,డ, 
test/12/191/7,test_12_191,surya,processed,substitution,base_character_substitution,గ,స
test/12/191/7,test_12_191,surya,processed,substitution,virama_or_conjunct_error,ు,్
test/12/191/7,test_12_191,surya,processed,substitution,base_character_substitution,ణ,వ
test/12/191/7,test_12_191,surya,processed,insertion,insertion,,త
test/12/191/7,test_12_191,surya,processed,insertion,diacritic_or_vowel_sign_error,,ి
test/12/191/8,test_12_191,surya,processed,deletion,deletion,త,
test/12/191/8,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ీ,
test/12/191/8,test_12_191,surya,processed,deletion,deletion,స,
test/12/191/8,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ు,
test/12/191/8,test_12_191,surya,processed,deletion,deletion,క,
test/12/191/8,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ె,
test/12/191/8,test_12_191,surya,processed,deletion,deletion,ళ,
test/12/191/8,test_12_191,surya,processed,deletion,virama_or_conjunct_error,్,
test/12/191/8,test_12_191,surya,processed,deletion,deletion,ల,
test/12/191/8,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ే,
test/12/191/9,test_12_191,surya,processed,deletion,deletion,అ,
test/12/191/9,test_12_191,surya,processed,deletion,deletion,ద,
test/12/191/9,test_12_191,surya,processed,deletion,virama_or_conjunct_error,్,
test/12/191/9,test_12_191,surya,processed,deletion,deletion,వ,
test/12/191/9,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ా,
test/12/191/9,test_12_191,surya,processed,deletion,deletion,న,
test/12/191/9,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ీ,
test/12/191/10,test_12_191,surya,processed,deletion,deletion,ప,
test/12/191/10,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ె,
test/12/191/10,test_12_191,surya,processed,deletion,deletion,ట,
test/12/191/10,test_12_191,surya,processed,deletion,virama_or_conjunct_error,్,
test/12/191/10,test_12_191,surya,processed,deletion,deletion,ట,
test/12/191/10,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ు,
test/12/191/10,test_12_191,surya,processed,deletion,deletion,బ,
test/12/191/10,test_12_191,surya,processed,deletion,deletion,డ,
test/12/191/10,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ే,
test/12/191/11,test_12_191,surya,processed,deletion,deletion,థ,
test/12/191/11,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ి,
test/12/191/11,test_12_191,surya,processed,deletion,deletion,య,
test/12/191/11,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ే,
test/12/191/11,test_12_191,surya,processed,deletion,deletion,ట,
test/12/191/11,test_12_191,surya,processed,deletion,deletion,ర,
test/12/191/11,test_12_191,surya,processed,deletion,virama_or_conjunct_error,్,
test/12/191/11,test_12_191,surya,processed,deletion,deletion,ల,
test/12/191/11,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ు,
test/12/191/12,test_12_191,surya,processed,deletion,deletion,న,
test/12/191/12,test_12_191,surya,processed,deletion,deletion,వ,
test/12/191/12,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ం,
test/12/191/12,test_12_191,surya,processed,deletion,deletion,బ,
test/12/191/12,test_12_191,surya,processed,deletion,deletion,ర,
test/12/191/12,test_12_191,surya,processed,deletion,virama_or_conjunct_error,్,
test/12/191/13,test_12_191,surya,processed,deletion,deletion,జ,
test/12/191/13,test_12_191,surya,processed,deletion,deletion,ర,
test/12/191/13,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ు,
test/12/191/13,test_12_191,surya,processed,deletion,deletion,గ,
test/12/191/13,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ు,
test/12/191/13,test_12_191,surya,processed,deletion,deletion,త,
test/12/191/13,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ు,
test/12/191/13,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ం,
test/12/191/13,test_12_191,surya,processed,deletion,deletion,ద,
test/12/191/13,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ి,
test/12/191/14,test_12_191,surya,processed,substitution,base_character_substitution,య,ప
test/12/191/14,test_12_191,surya,processed,insertion,insertion,, 
test/12/191/14,test_12_191,surya,processed,insertion,diacritic_or_vowel_sign_error,,ు
test/12/191/14,test_12_191,surya,processed,insertion,insertion,,ట
test/12/191/14,test_12_191,surya,processed,insertion,insertion,,ట
test/12/191/14,test_12_191,surya,processed,insertion,diacritic_or_vowel_sign_error,,ి
test/12/191/14,test_12_191,surya,processed,insertion,insertion,, 
test/12/191/14,test_12_191,surya,processed,substitution,base_character_substitution,మ,శ
test/12/191/14,test_12_191,surya,processed,substitution,diacritic_or_vowel_sign_error,ు,ి
test/12/191/14,test_12_191,surya,processed,substitution,base_character_substitution,ఖ,వ
test/12/191/14,test_12_191,surya,processed,substitution,diacritic_or_vowel_sign_error,ు,ా
test/12/191/14,test_12_191,surya,processed,substitution,base_character_substitution,న,ల
test/12/191/14,test_12_191,surya,processed,substitution,diacritic_or_vowel_sign_error,ి,ు
test/12/191/15,test_12_191,surya,processed,deletion,deletion,వ,
test/12/191/15,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ీ,
test/12/191/15,test_12_191,surya,processed,deletion,deletion,ట,
test/12/191/15,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ి,
test/12/191/15,test_12_191,surya,processed,deletion,deletion,ప,
test/12/191/15,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ై,
test/12/191/16,test_12_191,surya,processed,deletion,deletion,ఐ,
test/12/191/16,test_12_191,surya,processed,deletion,deletion,-,
test/12/191/16,test_12_191,surya,processed,substitution,virama_or_conjunct_error,్,ా
test/12/191/16,test_12_191,surya,processed,substitution,base_character_substitution,య,క
test/12/191/16,test_12_191,surya,processed,substitution,base_character_substitution,డ,ర
test/12/191/16,test_12_191,surya,processed,insertion,insertion,,య
test/12/191/17,test_12_191,surya,processed,deletion,deletion,ప,
test/12/191/17,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ం,
test/12/191/17,test_12_191,surya,processed,deletion,deletion,డ,
test/12/191/17,test_12_191,surya,processed,deletion,virama_or_conjunct_error,్,
test/12/191/17,test_12_191,surya,processed,deletion,deletion,ల,
test/12/191/17,test_12_191,surya,processed,deletion,deletion,న,
test/12/191/17,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ు,
test/12/191/18,test_12_191,surya,processed,deletion,virama_or_conjunct_error,్,
test/12/191/18,test_12_191,surya,processed,substitution,base_character_substitution,య,న
test/12/191/19,test_12_191,surya,processed,deletion,deletion,చ,
test/12/191/19,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ై,
test/12/191/19,test_12_191,surya,processed,deletion,deletion,న,
test/12/191/19,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ీ,
test/12/191/19,test_12_191,surya,processed,deletion,deletion,య,
test/12/191/19,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ు,
test/12/191/19,test_12_191,surya,processed,deletion,deletion,ల,
test/12/191/19,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ు,
test/12/191/19,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ం,
test/12/191/19,test_12_191,surya,processed,deletion,deletion,డ,
test/12/191/19,test_12_191,surya,processed,deletion,deletion,ట,
test/12/191/19,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ం,
test/12/191/20,test_12_191,surya,processed,deletion,deletion,న,
test/12/191/20,test_12_191,surya,processed,deletion,deletion,క,
test/12/191/20,test_12_191,surya,processed,deletion,virama_or_conjunct_error,్,
test/12/191/20,test_12_191,surya,processed,deletion,deletion,ష,
test/12/191/20,test_12_191,surya,processed,deletion,deletion,త,
test/12/191/20,test_12_191,surya,processed,deletion,virama_or_conjunct_error,్,
test/12/191/20,test_12_191,surya,processed,deletion,deletion,ర,
test/12/191/20,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ా,
test/12/191/20,test_12_191,surya,processed,deletion,deletion,ల,
test/12/191/20,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ు,
test/12/191/21,test_12_191,surya,processed,deletion,deletion,అ,
test/12/191/21,test_12_191,surya,processed,deletion,deletion,ర,
test/12/191/21,test_12_191,surya,processed,deletion,virama_or_conjunct_error,్,
test/12/191/21,test_12_191,surya,processed,deletion,deletion,జ,
test/12/191/21,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ె,
test/12/191/21,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ం,
test/12/191/21,test_12_191,surya,processed,deletion,deletion,ట,
test/12/191/21,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ీ,
test/12/191/21,test_12_191,surya,processed,deletion,deletion,న,
test/12/191/21,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ా,
test/12/191/22,test_12_191,surya,processed,insertion,insertion,,ప
test/12/191/22,test_12_191,surya,processed,insertion,virama_or_conjunct_error,,్
test/12/191/22,test_12_191,surya,processed,substitution,base_character_substitution,స,ర
test/12/191/22,test_12_191,surya,processed,deletion,deletion,ల,
test/12/191/22,test_12_191,surya,processed,substitution,diacritic_or_vowel_sign_error,ు,య
test/12/191/22,test_12_191,surya,processed,substitution,base_character_substitution,న,మ
test/12/191/23,test_12_191,surya,processed,substitution,base_character_substitution,వ,ప
test/12/191/23,test_12_191,surya,processed,substitution,diacritic_or_vowel_sign_error,ె,ర
test/12/191/23,test_12_191,surya,processed,substitution,diacritic_or_vowel_sign_error,ం,ి
test/12/191/23,test_12_191,surya,processed,insertion,insertion,,ర
test/12/191/23,test_12_191,surya,processed,insertion,diacritic_or_vowel_sign_error,,ా
test/12/191/23,test_12_191,surya,processed,substitution,base_character_substitution,ట, 
test/12/191/24,test_12_191,surya,processed,deletion,deletion,ల,
test/12/191/24,test_12_191,surya,processed,deletion,deletion,భ,
test/12/191/24,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ి,
test/12/191/24,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ం,
test/12/191/24,test_12_191,surya,processed,deletion,deletion,చ,
test/12/191/24,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ి,
test/12/191/25,test_12_191,surya,processed,deletion,deletion,గ,
test/12/191/25,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ా,
test/12/191/25,test_12_191,surya,processed,deletion,deletion,జ,
test/12/191/25,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ు,
test/12/191/25,test_12_191,surya,processed,deletion,deletion,వ,
test/12/191/25,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ా,
test/12/191/25,test_12_191,surya,processed,deletion,deletion,క,
test/12/191/25,test_12_191,surya,processed,deletion,deletion,ల,
test/12/191/25,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ో,
test/12/191/26,test_12_191,surya,processed,deletion,deletion,ప,
test/12/191/26,test_12_191,surya,processed,deletion,deletion,న,
test/12/191/26,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ి,
test/12/191/26,test_12_191,surya,processed,deletion,deletion,త,
test/12/191/26,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ీ,
test/12/191/26,test_12_191,surya,processed,deletion,deletion,ర,
test/12/191/26,test_12_191,surya,processed,deletion,diacritic_or_vowel_sign_error,ు,
test/12/195/1,test_12_195,surya,processed,deletion,deletion,ఆ,
test/12/195/1,test_12_195,surya,processed,deletion,deletion,ల,
test/12/195/1,test_12_195,surya,processed,deletion,diacritic_or_vowel_sign_error,ో,
test/12/195/1,test_12_195,surya,processed,deletion,deletion,చ,
test/12/195/1,test_12_195,surya,processed,deletion,deletion,న,
test/12/195/1,test_12_195,surya,processed,deletion,deletion,ల,
test/12/195/1,test_12_195,surya,processed,deletion,diacritic_or_vowel_sign_error,ో,
test/12/195/2,test_12_195,surya,processed,deletion,deletion,ఒ,
test/12/195/2,test_12_195,surya,processed,deletion,deletion,ల,
test/12/195/2,test_12_195,surya,processed,deletion,deletion,క,
test/12/195/2,test_12_195,surya,processed,deletion,deletion,బ,
test/12/195/2,test_12_195,surya,processed,deletion,diacritic_or_vowel_sign_error,ో,
test/12/195/2,test_12_195,surya,processed,deletion,deletion,స,
test/12/195/2,test_12_195,surya,processed,deletion,virama_or_conjunct_error,్,
test/12/195/2,test_12_195,surya,processed,deletion,deletion,త,
test/12/195/2,test_12_195,surya,processed,deletion,diacritic_or_vowel_sign_error,ు,
test/12/195/2,test_12_195,surya,processed,deletion,deletion,న,
test/12/195/2,test_12_195,surya,processed,deletion,virama_or_conjunct_error,్,
test/12/195/2,test_12_195,surya,processed,deletion,deletion,న,
test/12/195/2,test_12_195,surya,processed,deletion,diacritic_or_vowel_sign_error,ా,
test/12/195/3,test_12_195,surya,processed,substitution,base_character_substitution,ల,ట
