image_key,page_key,split,writer_id,page_id,image_index,model,input_kind,reference,hypothesis,cer,wer,exact_match,missing_output,status,elapsed_seconds,source_image_path,input_image_path
test/9/65/24,test_9_65,test,9,65,24,surya,processed,కాంట్రాక్టర్,కొం టాక్సిక్,0.5833333333333334,2.0,False,False,ok,13.59567627100023,ground_truth/sample_set/test/9/65/24.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/24.png
test/9/65/25,test_9_65,test,9,65,25,surya,processed,కాజు,కొల్లూరి,1.75,1.0,False,False,ok,5.364374488000067,ground_truth/sample_set/test/9/65/25.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/25.png
test/9/65/26,test_9_65,test,9,65,26,surya,processed,వారిద్దరి,,1.0,1.0,False,True,empty_output,20.898051662000398,ground_truth/sample_set/test/9/65/26.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/65/26.png
test/9/91/2,test_9_91,test,9,91,2,surya,processed,నిర్దేశిస్తున్నాయి,విద్యా స్తంభాలు,0.6666666666666666,2.0,False,False,ok,15.300828794999688,ground_truth/sample_set/test/9/91/2.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/2.png
test/9/91/3,test_9_91,test,9,91,3,surya,processed,డాలర్లకు,,1.0,1.0,False,True,empty_output,8.433576217999871,ground_truth/sample_set/test/9/91/3.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/3.png
test/9/91/4,test_9_91,test,9,91,4,surya,processed,కాంట్రాక్టును,కొం లూ క్రై ను,0.6153846153846154,4.0,False,False,ok,16.515564384000754,ground_truth/sample_set/test/9/91/4.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/4.png
test/9/91/5,test_9_91,test,9,91,5,surya,processed,స్లోగా,,1.0,1.0,False,True,empty_output,6.013924738000242,ground_truth/sample_set/test/9/91/5.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/5.png
test/9/91/6,test_9_91,test,9,91,6,surya,processed,మాత,ముందు సమీప పట్టణమైన కర్ణాటక నుండి సమీప పట్టణమైన ఆదిలాబాద్ నుండి ౨౦ కి మీ దూరంలో ఉంది,27.333333333333332,14.0,False,False,ok,21.83913174099962,ground_truth/sample_set/test/9/91/6.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/6.png
test/9/91/7,test_9_91,test,9,91,7,surya,processed,బాసిల్,,1.0,1.0,False,True,empty_output,5.8465770720004,ground_truth/sample_set/test/9/91/7.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/7.png
test/9/91/8,test_9_91,test,9,91,8,surya,processed,పదివేల,ప్రవేృ,0.5,1.0,False,False,ok,7.411495919000117,ground_truth/sample_set/test/9/91/8.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/8.png
test/9/91/9,test_9_91,test,9,91,9,surya,processed,కనిపించక,,1.0,1.0,False,True,empty_output,9.029014233000453,ground_truth/sample_set/test/9/91/9.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/9.png
test/9/91/10,test_9_91,test,9,91,10,surya,processed,ఆదరించడం,,1.0,1.0,False,True,empty_output,13.113778317000651,ground_truth/sample_set/test/9/91/10.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/10.png
test/9/91/11,test_9_91,test,9,91,11,surya,processed,కుర్చీలోనే,పేర్లు లాణ్‌,0.9,2.0,False,False,ok,11.303420041999743,ground_truth/sample_set/test/9/91/11.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/11.png
test/9/91/12,test_9_91,test,9,91,12,surya,processed,అనేశాడు,,1.0,1.0,False,True,empty_output,10.396450057000038,ground_truth/sample_set/test/9/91/12.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/12.png
test/9/91/13,test_9_91,test,9,91,13,surya,processed,చూపించండి,,1.0,1.0,False,True,empty_output,18.584654930999932,ground_truth/sample_set/test/9/91/13.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/13.png
test/9/91/14,test_9_91,test,9,91,14,surya,processed,ప్రతినాయకుల,దుర్జనామమైన,0.7272727272727273,1.0,False,False,ok,17.49427818300046,ground_truth/sample_set/test/9/91/14.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/14.png
test/9/91/15,test_9_91,test,9,91,15,surya,processed,ప్రజాధనమే,,1.0,1.0,False,True,empty_output,10.94185735300016,ground_truth/sample_set/test/9/91/15.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/15.png
test/9/91/16,test_9_91,test,9,91,16,surya,processed,ప్రసార,,1.0,1.0,False,True,empty_output,6.121763768000164,ground_truth/sample_set/test/9/91/16.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/16.png
test/9/91/17,test_9_91,test,9,91,17,surya,processed,డాన్సుమాస్టర్,దొన్న యా ప్రవీర,0.8461538461538461,3.0,False,False,ok,17.59523107899986,ground_truth/sample_set/test/9/91/17.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/17.png
test/9/91/18,test_9_91,test,9,91,18,surya,processed,బాధించగా,,1.0,1.0,False,True,empty_output,13.09853308699985,ground_truth/sample_set/test/9/91/18.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/18.png
test/9/91/19,test_9_91,test,9,91,19,surya,processed,దైవమైన,,1.0,1.0,False,True,empty_output,11.184760019999885,ground_truth/sample_set/test/9/91/19.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/19.png
test/9/91/20,test_9_91,test,9,91,20,surya,processed,మంచాన,మరియాన,0.6,1.0,False,False,ok,7.811499968999669,ground_truth/sample_set/test/9/91/20.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/20.png
test/9/91/21,test_9_91,test,9,91,21,surya,processed,అశోక,,1.0,1.0,False,True,empty_output,10.773156016999565,ground_truth/sample_set/test/9/91/21.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/21.png
test/9/91/22,test_9_91,test,9,91,22,surya,processed,గురువుగా,,1.0,1.0,False,True,empty_output,14.394813916000203,ground_truth/sample_set/test/9/91/22.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/22.png
test/9/91/23,test_9_91,test,9,91,23,surya,processed,అనుగుణమైన,అనుగుణ మ్తేసి,0.6666666666666666,2.0,False,False,ok,16.71230153599936,ground_truth/sample_set/test/9/91/23.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/23.png
test/9/91/24,test_9_91,test,9,91,24,surya,processed,వైపున,పుష్కా,1.2,1.0,False,False,ok,9.107233850999364,ground_truth/sample_set/test/9/91/24.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/24.png
test/9/91/25,test_9_91,test,9,91,25,surya,processed,ఉండబట్టలేక,కుర్తి ప్రకారం,1.3,2.0,False,False,ok,25.788902513999346,ground_truth/sample_set/test/9/91/25.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/25.png
test/9/91/26,test_9_91,test,9,91,26,surya,processed,వచ్చేస్తాను,విద్యా సౌకర్యాలు,0.9090909090909091,2.0,False,False,ok,14.392268159000196,ground_truth/sample_set/test/9/91/26.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/91/26.png
test/9/166/1,test_9_166,test,9,166,1,surya,processed,గ్లీసెన్,,1.0,1.0,False,True,empty_output,8.664260763999664,ground_truth/sample_set/test/9/166/1.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/1.png
test/9/166/2,test_9_166,test,9,166,2,surya,processed,నిద్రలో,,1.0,1.0,False,True,empty_output,7.010433223000291,ground_truth/sample_set/test/9/166/2.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/2.png
test/9/166/3,test_9_166,test,9,166,3,surya,processed,మాంద్యం,మాండ్సం,0.2857142857142857,1.0,False,False,ok,7.099520793000011,ground_truth/sample_set/test/9/166/3.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/3.png
test/9/166/4,test_9_166,test,9,166,4,surya,processed,మాధ్యమాలు,మార్ఛమాలు,0.2222222222222222,1.0,False,False,ok,12.376735240000016,ground_truth/sample_set/test/9/166/4.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/4.png
test/9/166/5,test_9_166,test,9,166,5,surya,processed,బెడద,,1.0,1.0,False,True,empty_output,6.186782468000274,ground_truth/sample_set/test/9/166/5.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/5.png
test/9/166/6,test_9_166,test,9,166,6,surya,processed,ఉండిపోయినాడు,దండిపోయినాడు,0.08333333333333333,1.0,False,False,ok,19.112373787999786,ground_truth/sample_set/test/9/166/6.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/6.png
test/9/166/7,test_9_166,test,9,166,7,surya,processed,తొక్కిన,,1.0,1.0,False,True,empty_output,8.808046956999533,ground_truth/sample_set/test/9/166/7.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/7.png
test/9/166/8,test_9_166,test,9,166,8,surya,processed,ఏర్పడడానికి,విద్యుద రాన్సిగ్రీ,1.2727272727272727,2.0,False,False,ok,13.290888420000556,ground_truth/sample_set/test/9/166/8.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/8.png
test/9/166/9,test_9_166,test,9,166,9,surya,processed,అందరికీ,,1.0,1.0,False,True,empty_output,8.357908061999296,ground_truth/sample_set/test/9/166/9.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/9.png
test/9/166/10,test_9_166,test,9,166,10,surya,processed,జయంతి,,1.0,1.0,False,True,empty_output,8.12769868400028,ground_truth/sample_set/test/9/166/10.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/10.png
test/9/166/11,test_9_166,test,9,166,11,surya,processed,పరిగణించి,మరిగోద్వరిచిక్,1.0,1.0,False,False,ok,9.343690314000014,ground_truth/sample_set/test/9/166/11.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/11.png
test/9/166/12,test_9_166,test,9,166,12,surya,processed,శాయంపేట,హౌయం పోటీ,0.7142857142857143,2.0,False,False,ok,10.244239726999695,ground_truth/sample_set/test/9/166/12.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/12.png
test/9/166/13,test_9_166,test,9,166,13,surya,processed,రైళ్లమీద,,1.0,1.0,False,True,empty_output,12.10983349900016,ground_truth/sample_set/test/9/166/13.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/13.png
test/9/166/14,test_9_166,test,9,166,14,surya,processed,పట్టణాలలో,దేవీ స్థానిలో,1.1111111111111112,2.0,False,False,ok,12.574445334000302,ground_truth/sample_set/test/9/166/14.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/14.png
test/9/166/15,test_9_166,test,9,166,15,surya,processed,చేతులే,చౌతు హౌ,0.6666666666666666,2.0,False,False,ok,7.63346056499995,ground_truth/sample_set/test/9/166/15.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/15.png
test/9/166/16,test_9_166,test,9,166,16,surya,processed,తలుపు,తాలువ,0.6,1.0,False,False,ok,6.847187214000769,ground_truth/sample_set/test/9/166/16.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/16.png
test/9/166/17,test_9_166,test,9,166,17,surya,processed,జక్కన్న,,1.0,1.0,False,True,empty_output,7.986324791999323,ground_truth/sample_set/test/9/166/17.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/17.png
test/9/166/18,test_9_166,test,9,166,18,surya,processed,పల్లెటూరు,,1.0,1.0,False,True,empty_output,9.237659096999778,ground_truth/sample_set/test/9/166/18.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/18.png
test/9/166/19,test_9_166,test,9,166,19,surya,processed,కన్వీనియనే్స,కొన్ని నీయ నౌస,0.6666666666666666,3.0,False,False,ok,13.682616222000433,ground_truth/sample_set/test/9/166/19.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/19.png
test/9/166/20,test_9_166,test,9,166,20,surya,processed,పట్టిన,వర్షపత్రిక,1.1666666666666667,1.0,False,False,ok,7.753526535000674,ground_truth/sample_set/test/9/166/20.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/20.png
test/9/166/21,test_9_166,test,9,166,21,surya,processed,సమత్వభావన,సముద్రపు భాంవన,0.7777777777777778,2.0,False,False,ok,13.461765464000564,ground_truth/sample_set/test/9/166/21.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/21.png
test/9/166/22,test_9_166,test,9,166,22,surya,processed,వర్గంలోకి,,1.0,1.0,False,True,empty_output,9.649682205000317,ground_truth/sample_set/test/9/166/22.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/22.png
test/9/166/23,test_9_166,test,9,166,23,surya,processed,గుర్తుకొస్తారు,గుర్తు కొన్నిరు,0.2857142857142857,2.0,False,False,ok,12.695195240999965,ground_truth/sample_set/test/9/166/23.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/23.png
test/9/166/24,test_9_166,test,9,166,24,surya,processed,పచ్చడిని,పచ్చిక దినో,0.625,2.0,False,False,ok,9.264859128999888,ground_truth/sample_set/test/9/166/24.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/24.png
test/9/166/25,test_9_166,test,9,166,25,surya,processed,చర్మపు,బౌద్య పు్,1.0,2.0,False,False,ok,7.870246820999455,ground_truth/sample_set/test/9/166/25.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/166/25.png
test/9/249/1,test_9_249,test,9,249,1,surya,processed,జియావుల్,,1.0,1.0,False,True,empty_output,13.595658250999804,ground_truth/sample_set/test/9/249/1.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/1.png
test/9/249/2,test_9_249,test,9,249,2,surya,processed,మేధావులందరూ,వేశ్యాలందరూ,0.45454545454545453,1.0,False,False,ok,15.193491048999931,ground_truth/sample_set/test/9/249/2.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/2.png
test/9/249/3,test_9_249,test,9,249,3,surya,processed,రసోచితమైన,,1.0,1.0,False,True,empty_output,13.54555919500035,ground_truth/sample_set/test/9/249/3.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/3.png
test/9/249/4,test_9_249,test,9,249,4,surya,processed,ప్రయోగించడం,‍,1.0,1.0,False,False,ok,15.700193968999884,ground_truth/sample_set/test/9/249/4.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/4.png
test/9/249/5,test_9_249,test,9,249,5,surya,processed,మరిగేంతలో,ము,0.8888888888888888,1.0,False,False,ok,3.9784898279995105,ground_truth/sample_set/test/9/249/5.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/5.png
test/9/249/6,test_9_249,test,9,249,6,surya,processed,నాన్నను,నాన్మను,0.14285714285714285,1.0,False,False,ok,8.187089183999888,ground_truth/sample_set/test/9/249/6.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/6.png
test/9/249/7,test_9_249,test,9,249,7,surya,processed,చంపేసే,చరిమిని,1.0,1.0,False,False,ok,7.58498783899995,ground_truth/sample_set/test/9/249/7.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/7.png
test/9/249/8,test_9_249,test,9,249,8,surya,processed,నిరంకుశ,నీరం కేంద్రం,1.1428571428571428,2.0,False,False,ok,9.129914697000459,ground_truth/sample_set/test/9/249/8.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/8.png
test/9/249/9,test_9_249,test,9,249,9,surya,processed,విదేశాలలో,విద్యా లింగా,0.7777777777777778,2.0,False,False,ok,10.289940665999893,ground_truth/sample_set/test/9/249/9.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/9.png
test/9/249/10,test_9_249,test,9,249,10,surya,processed,క్రమానికితోడు,ప్రమాణకిలోదు,0.38461538461538464,1.0,False,False,ok,22.90741856099976,ground_truth/sample_set/test/9/249/10.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/10.png
test/9/249/11,test_9_249,test,9,249,11,surya,processed,లెఫ్ట్,,1.0,1.0,False,True,empty_output,6.631510652000543,ground_truth/sample_set/test/9/249/11.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/11.png
test/9/249/12,test_9_249,test,9,249,12,surya,processed,బొమ్మంటే,,1.0,1.0,False,True,empty_output,13.768488458999855,ground_truth/sample_set/test/9/249/12.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/12.png
test/9/249/13,test_9_249,test,9,249,13,surya,processed,వారికన్నా,,1.0,1.0,False,True,empty_output,13.67791668100017,ground_truth/sample_set/test/9/249/13.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/13.png
test/9/249/14,test_9_249,test,9,249,14,surya,processed,చరితమును,బాగు వాడుకు,1.125,2.0,False,False,ok,14.102424100000462,ground_truth/sample_set/test/9/249/14.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/14.png
test/9/249/15,test_9_249,test,9,249,15,surya,processed,అత్యధిక,,1.0,1.0,False,True,empty_output,8.781823242999963,ground_truth/sample_set/test/9/249/15.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/15.png
test/9/249/16,test_9_249,test,9,249,16,surya,processed,శైలజా,,1.0,1.0,False,True,empty_output,8.361768567999206,ground_truth/sample_set/test/9/249/16.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/16.png
test/9/249/17,test_9_249,test,9,249,17,surya,processed,తడపందే,,1.0,1.0,False,True,empty_output,10.35127141799967,ground_truth/sample_set/test/9/249/17.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/17.png
test/9/249/18,test_9_249,test,9,249,18,surya,processed,ప్రజాగేయాల్లో,,1.0,1.0,False,True,empty_output,16.392637767999986,ground_truth/sample_set/test/9/249/18.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/18.png
test/9/249/19,test_9_249,test,9,249,19,surya,processed,చక్రానికి,,1.0,1.0,False,True,empty_output,8.163216049999392,ground_truth/sample_set/test/9/249/19.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/19.png
test/9/249/20,test_9_249,test,9,249,20,surya,processed,ప్రతిపక్ష,,1.0,1.0,False,True,empty_output,9.971780535999642,ground_truth/sample_set/test/9/249/20.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/20.png
test/9/249/21,test_9_249,test,9,249,21,surya,processed,గోగు,,1.0,1.0,False,True,empty_output,5.043319203000465,ground_truth/sample_set/test/9/249/21.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/21.png
test/9/249/22,test_9_249,test,9,249,22,surya,processed,పిచ్,,1.0,1.0,False,True,empty_output,6.459785157000624,ground_truth/sample_set/test/9/249/22.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/22.png
test/9/249/23,test_9_249,test,9,249,23,surya,processed,వీలుంది,,1.0,1.0,False,True,empty_output,8.263464190999912,ground_truth/sample_set/test/9/249/23.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/23.png
test/9/249/24,test_9_249,test,9,249,24,surya,processed,చల్లా,,1.0,1.0,False,True,empty_output,7.5595901189999495,ground_truth/sample_set/test/9/249/24.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/249/24.png
test/9/252/1,test_9_252,test,9,252,1,surya,processed,డైరెక్ట్,,1.0,1.0,False,True,empty_output,9.569552658999783,ground_truth/sample_set/test/9/252/1.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/252/1.png
test/9/252/2,test_9_252,test,9,252,2,surya,processed,వంటిదే,పంటరోపో,0.8333333333333334,1.0,False,False,ok,7.255555134999668,ground_truth/sample_set/test/9/252/2.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/252/2.png
test/9/252/3,test_9_252,test,9,252,3,surya,processed,తప్పుతుంది,తత్త్వవిచ్ఛారిణి,1.3,1.0,False,False,ok,13.284788437000316,ground_truth/sample_set/test/9/252/3.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/252/3.png
test/9/252/4,test_9_252,test,9,252,4,surya,processed,క్రింద,,1.0,1.0,False,True,empty_output,6.332861883000078,ground_truth/sample_set/test/9/252/4.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/252/4.png
test/9/252/5,test_9_252,test,9,252,5,surya,processed,ఉత్తమాభిరుచి,ఉత్పహ్నా నిర్మాణ,0.8333333333333334,2.0,False,False,ok,24.224743837999995,ground_truth/sample_set/test/9/252/5.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/252/5.png
test/9/252/6,test_9_252,test,9,252,6,surya,processed,సమాచారం,సమాచారం,0.0,0.0,True,False,ok,9.294631873000071,ground_truth/sample_set/test/9/252/6.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/252/6.png
test/9/252/7,test_9_252,test,9,252,7,surya,processed,తేటలన్నీ,,1.0,1.0,False,True,empty_output,10.61275838200072,ground_truth/sample_set/test/9/252/7.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/252/7.png
test/9/252/8,test_9_252,test,9,252,8,surya,processed,సమైక్యాంధ్ర,సమీకృతంగా,0.6363636363636364,1.0,False,False,ok,12.443200712999896,ground_truth/sample_set/test/9/252/8.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/252/8.png
test/9/252/9,test_9_252,test,9,252,9,surya,processed,పెయిడ్,మార్కెటింగు,1.5,1.0,False,False,ok,9.380340568000065,ground_truth/sample_set/test/9/252/9.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/252/9.png
test/9/252/10,test_9_252,test,9,252,10,surya,processed,వెళితే,,1.0,1.0,False,True,empty_output,7.208088816000782,ground_truth/sample_set/test/9/252/10.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/252/10.png
test/9/252/11,test_9_252,test,9,252,11,surya,processed,నిర్ధారణ,నీరారకు,0.625,1.0,False,False,ok,9.537168312999711,ground_truth/sample_set/test/9/252/11.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/252/11.png
test/9/252/12,test_9_252,test,9,252,12,surya,processed,అనుసరణీయం,పెరి బ్రౌంయం,1.0,2.0,False,False,ok,14.247800647999611,ground_truth/sample_set/test/9/252/12.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/252/12.png
test/9/252/13,test_9_252,test,9,252,13,surya,processed,అవకఅశాలు,‍,1.0,1.0,False,False,ok,10.803168012000242,ground_truth/sample_set/test/9/252/13.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/252/13.png
test/9/252/14,test_9_252,test,9,252,14,surya,processed,పారేసుకోటానికి,పారిశ్రామికోద్యోగ్య,1.0,1.0,False,False,ok,21.2378748910005,ground_truth/sample_set/test/9/252/14.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/252/14.png
test/9/252/15,test_9_252,test,9,252,15,surya,processed,పిజాయి,,1.0,1.0,False,True,empty_output,6.667124878999857,ground_truth/sample_set/test/9/252/15.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/252/15.png
test/9/252/16,test_9_252,test,9,252,16,surya,processed,చేస్తున్నారంటూ,బెన్నెస్కో నాగర్ లిమ్సా,1.2857142857142858,3.0,False,False,ok,19.518234182000015,ground_truth/sample_set/test/9/252/16.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/252/16.png
test/9/252/17,test_9_252,test,9,252,17,surya,processed,ఉద్యోగావకాశాలను,ప్రయోగావకాహారాలన్ని,0.6,1.0,False,False,ok,29.770288267999604,ground_truth/sample_set/test/9/252/17.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/252/17.png
test/9/252/18,test_9_252,test,9,252,18,surya,processed,రోజైనా,,1.0,1.0,False,True,empty_output,7.727932699000121,ground_truth/sample_set/test/9/252/18.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/252/18.png
test/9/252/19,test_9_252,test,9,252,19,surya,processed,కలిపాం,,1.0,1.0,False,True,empty_output,8.541807628000242,ground_truth/sample_set/test/9/252/19.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/252/19.png
test/9/252/20,test_9_252,test,9,252,20,surya,processed,మంత్రులను,పంటలను,0.5555555555555556,1.0,False,False,ok,10.952834116999838,ground_truth/sample_set/test/9/252/20.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/252/20.png
test/9/252/21,test_9_252,test,9,252,21,surya,processed,ప్రేమతో,,1.0,1.0,False,True,empty_output,8.898551199000394,ground_truth/sample_set/test/9/252/21.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/252/21.png
test/9/252/22,test_9_252,test,9,252,22,surya,processed,నడిపన్న,,1.0,1.0,False,True,empty_output,8.3016502090004,ground_truth/sample_set/test/9/252/22.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/252/22.png
test/9/252/23,test_9_252,test,9,252,23,surya,processed,ఉండవచ్చు,,1.0,1.0,False,True,empty_output,15.707314188000055,ground_truth/sample_set/test/9/252/23.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/252/23.png
test/9/252/24,test_9_252,test,9,252,24,surya,processed,స్వర్గ,,1.0,1.0,False,True,empty_output,6.486472760000652,ground_truth/sample_set/test/9/252/24.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/252/24.png
test/9/252/25,test_9_252,test,9,252,25,surya,processed,ప్రీ,,1.0,1.0,False,True,empty_output,4.676199323999754,ground_truth/sample_set/test/9/252/25.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/252/25.png
test/9/393/1,test_9_393,test,9,393,1,surya,processed,పుటలను,,1.0,1.0,False,True,empty_output,13.28929334500026,ground_truth/sample_set/test/9/393/1.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/393/1.png
test/9/393/2,test_9_393,test,9,393,2,surya,processed,విజయరామారావు,విజయ రామారావు,0.08333333333333333,2.0,False,False,ok,19.43564614800016,ground_truth/sample_set/test/9/393/2.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/393/2.png
test/9/393/3,test_9_393,test,9,393,3,surya,processed,అణ్వస్త్ర,,1.0,1.0,False,True,empty_output,11.494773118000012,ground_truth/sample_set/test/9/393/3.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/393/3.png
test/9/393/4,test_9_393,test,9,393,4,surya,processed,పూజ్య,,1.0,1.0,False,True,empty_output,10.78281936700023,ground_truth/sample_set/test/9/393/4.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/393/4.png
test/9/393/5,test_9_393,test,9,393,5,surya,processed,కాళేశ్వరరావు,కాళిష్వరరావు,0.16666666666666666,1.0,False,False,ok,16.914953009999408,ground_truth/sample_set/test/9/393/5.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/393/5.png
test/9/393/6,test_9_393,test,9,393,6,surya,processed,పలకరించడం,,1.0,1.0,False,True,empty_output,13.38797456500015,ground_truth/sample_set/test/9/393/6.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/393/6.png
test/9/393/7,test_9_393,test,9,393,7,surya,processed,మనని,మహా,0.75,1.0,False,False,ok,6.623682765999547,ground_truth/sample_set/test/9/393/7.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/393/7.png
test/9/393/8,test_9_393,test,9,393,8,surya,processed,వీరిద్దరిని,వరిష్టకి,0.5454545454545454,1.0,False,False,ok,10.304575905000092,ground_truth/sample_set/test/9/393/8.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/393/8.png
